class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
3,622,12,130,99,0,514,4,170,169,6,367,1,98,114,4,204,1,53,69,2,105,1,20,30,1,120.15253787949014,123.12576072305909,19896.715366768138,56.373975999999985,68.51273220000003,81.40904499999996,94.00458940000001,102.67021200000002,113.9428868,126.64067400000002,147.8611998,183.5549894,56.373975999999985,68.51273220000003,81.40904499999996,94.00458940000001,102.67021200000002,113.9428868,126.64067400000002,147.8611998,183.5549894,86.98585775118072,103.58746395128607,116.33569339433255,139.54436817632234,151.3214447588858,163.16130027817562,179.65867747858658,215.64076402778164,271.08834725913465,3620.692015921949,5069.680166693857,6351.807045924323,9304.428442473978,10746.021082190968,12737.99252168065,15228.085464788815,22239.040591160723,33463.498337134624
3,982,9,181,6,1,821,12,320,23,3,547,5,256,15,1,304,1,196,9,0,172,1,150,3,0,141.7162113706531,144.56785627396098,27349.103826771592,54.59735159999998,65.2228758,81.8684546,98.37702660000006,114.79296899999997,140.773376,163.82114219999997,190.48142380000007,242.67065440000013,54.59735159999998,65.2228758,81.8684546,98.37702660000006,114.79296899999997,140.773376,163.82114219999997,190.48142380000007,242.67065440000013,81.5609264527015,96.27835341971115,114.28247060561984,151.06808973126437,176.21515290678005,218.87401057079438,242.22208860636306,282.71586475298824,333.2451317261666,3273.448151866661,4433.087464022896,6229.732177924045,10499.167226718133,14062.293846444521,22275.06409906431,27032.727046959106,35065.22339395617,51113.34678067629
3,1563,17,264,3,0,1237,4,585,12,9,1040,2,499,5,3,829,1,411,4,0,598,1,345,2,0,140.4056544212236,139.69075611857065,29461.66505227774,55.33420399999997,68.31065720000007,77.9874266,88.79290960000006,98.296589,109.87818000000001,127.38083500000002,168.52829540000008,287.8755618,55.33420399999997,68.31065720000007,77.9874266,88.79290960000006,98.296589,109.87818000000001,127.38083500000002,168.52829540000008,287.8755618,88.45407278036495,102.8745954301877,116.60716360483737,135.5181852666758,147.20410716366663,161.7425204423319,181.84842733148284,258.4434752392284,425.9389046638722,3737.245464458098,4990.9203044532405,6431.232885560683,8853.582283264093,10164.158957898815,12121.997681451476,15444.013493671267,30053.579445521806,76973.07715133486
3,1038,148,167,137,8,792,164,132,384,26,474,106,70,294,16,243,62,33,203,9,105,37,17,117,6,111.68493702736981,111.1308828377837,16348.634565705537,47.20714989999999,55.19394560000005,63.50176420000006,76.36870720000002,94.55529749999997,112.60269520000003,131.74393139999998,155.39824960000004,188.69650240000004,47.20714989999999,55.19394560000005,63.50176420000006,76.36870720000002,94.55529749999997,112.60269520000003,131.74393139999998,155.39824960000004,188.69650240000004,70.16561299667387,83.35403704643534,94.46697880617225,111.42578644987346,149.03674563973715,168.45548087173952,184.9319328110829,220.49169879136716,251.11835839372134,2343.264654466337,3361.299255515557,4190.5595163957605,5775.479997912713,10280.059023591319,13415.693214903124,16090.937720511196,23246.939304710773,28949.308158210708
3,1326,4,31,11,0,1288,6,51,25,2,998,3,22,16,0,645,1,9,9,0,339,1,5,2,0,106.70967344387755,107.73587688702624,15286.162441434912,55.1730501,62.91411840000001,70.19083510000003,77.1796686,86.07347100000001,96.71836000000002,111.76216779999999,133.41615620000002,175.81780430000003,55.1730501,62.91411840000001,70.19083510000003,77.1796686,86.07347100000001,96.71836000000002,111.76216779999999,133.41615620000002,175.81780430000003,87.3514067874319,96.95776892881479,104.41723327514975,111.02957301832365,119.38190716672818,140.46684559216305,159.048262162515,188.85024316675486,246.4290997675966,3657.5218642505347,4498.291326209285,5178.924565097799,5873.274970201683,6620.666597018055,9216.596506015414,11751.641573734347,16074.690393029709,28747.144563031925
3,1808,24,111,23,5,1679,30,206,46,10,1402,20,143,34,7,1061,7,95,26,5,706,4,47,16,3,110.38366367275495,113.59878499137493,14182.258209459558,57.513039,71.46331799999996,82.65028800000002,93.492966,102.60552999999999,112.32811700000002,124.30096399999996,142.76974500000003,170.12442800000002,57.513039,71.46331799999996,82.65028800000002,93.492966,102.60552999999999,112.32811700000002,124.30096399999996,142.76974500000003,170.12442800000002,89.86797837474646,107.9227266814627,124.61343684002097,141.40360378418313,153.1842810927587,167.04625868784242,180.2577273880918,206.1972453569211,233.53051115779513,3848.1003734137607,5455.754440894239,7202.24370581801,9471.606586550613,11072.279854802453,13157.342327197961,15368.359480318642,19240.81582424005,25378.4256337195
3,1361,7,10,9,0,1339,8,23,17,0,1062,0,15,12,0,667,0,11,4,0,375,0,6,1,0,130.98138140951696,132.83817753929344,18610.72139558937,72.5899416,89.09504400000009,99.69659500000002,112.18839079999998,123.13983099999996,138.01038200000005,153.3995118,171.69426279999996,193.77739259999998,72.5899416,89.09504400000009,99.69659500000002,112.18839079999998,123.13983099999996,138.01038200000005,153.3995118,171.69426279999996,193.77739259999998,112.95614332593789,141.15936542130305,155.23860816314988,169.37410784063928,182.29783870201896,202.8584820586001,220.4929994741509,234.42715620318546,261.7529222618865,5891.149219629409,9315.856590911437,11302.362515385197,13532.660106953641,15394.46778031254,18605.18796414458,23270.726871152157,25918.100829889183,30666.964334043892
3,2990,29,22,10,5,2951,45,33,13,14,2424,15,27,7,10,1651,9,15,6,3,935,7,8,5,3,118.17100132297121,123.66714491132198,15626.016594787943,69.10420599999998,81.58950800000002,92.70709249999999,101.94989000000001,112.53668199999998,123.15213100000003,135.8535195,151.95927400000002,173.81568150000004,69.10420599999998,81.58950800000002,92.70709249999999,101.94989000000001,112.53668199999998,123.15213100000003,135.8535195,151.95927400000002,173.81568150000004,106.25607253144435,122.85680032370995,139.83182019158465,153.90546655581514,168.76325828685822,181.70323024897772,196.44147000219235,219.70501295995675,244.2350442591809,5315.602105318605,7055.873481498181,9349.131040142049,11153.076758541032,13397.13677811272,15490.42872200323,18059.27283771223,23073.306383248986,28335.74473176813
3,4606,13,445,50,0,3535,4,1276,297,2,2982,4,1004,201,1,2235,1,730,116,0,1441,0,505,39,0,107.67745524814234,106.80486720942511,16464.412173886572,51.388423700000004,61.186453800000024,69.52784349999997,77.27290319999997,85.43781299999998,95.36535600000002,106.55352079999989,122.58994180000002,166.14165830000002,51.388423700000004,61.186453800000024,69.52784349999997,77.27290319999997,85.43781299999998,95.36535600000002,106.55352079999989,122.58994180000002,166.14165830000002,79.87141840182662,92.7725853221838,102.77651978302923,110.93931431205176,121.99940881790104,138.3270318369685,151.28821139500903,170.15168264610347,242.94387597720086,3060.5606770101504,4138.042209999476,5041.258399609649,5911.446908664089,6977.584968959054,9172.938878106888,10787.867509420466,13535.165053265575,27700.124406073555
3,4010,15,128,43,0,3787,12,247,141,9,3457,5,168,105,6,3001,2,101,59,3,2418,2,50,41,1,116.38829226239274,116.34901774833175,16261.867659332584,64.07095499999994,76.85974200000004,86.9048765,95.51251199999996,103.74930599999998,112.182289,122.27253750000001,137.59111,171.544464,64.07095499999994,76.85974200000004,86.9048765,95.51251199999996,103.74930599999998,112.182289,122.27253750000001,137.59111,171.544464,100.99736030144447,114.26325283895459,132.75028689436266,142.10186317686342,150.16861106956748,160.02120450150508,172.11016511419209,189.58821080347815,236.4380763215903,4723.967200345879,6226.014905577044,8433.932598328667,9530.477631447777,10566.905368074575,12002.073851621497,13784.97580826619,16638.54402650757,26305.908981900124
3,1740,5,48,13,1,1646,9,112,31,9,1379,6,75,21,1,1029,3,44,8,0,630,2,31,3,0,138.57494451134477,135.12815606917542,21616.38310434661,63.95025339999998,82.9448726,100.72158460000004,113.8609002,130.74426299999993,147.92882100000003,163.23632859999998,179.2613282000001,202.0701176,63.95025339999998,82.9448726,100.72158460000004,113.8609002,130.74426299999993,147.92882100000003,163.23632859999998,179.2613282000001,202.0701176,97.42455546376962,133.18913252437943,156.77636202846156,171.8652810420867,184.6662541438542,213.70738864266607,225.01028955222574,240.15199108430085,285.26637166286486,4564.427560459341,8519.756204856869,11432.307917358648,13706.871238448199,15927.211787946593,21596.130603366066,24109.676259594096,27236.35851183758,36099.18095061857
3,1765,47,52,299,0,1617,19,22,503,2,1352,10,12,374,2,1076,3,5,266,2,739,3,2,169,1,107.23612283680075,106.92285442024965,13015.474943978743,52.928585399999974,69.17397460000001,79.52364879999999,89.50581060000006,101.54718099999997,113.3241854,125.26486159999997,141.623471,166.8493104,52.928585399999974,69.17397460000001,79.52364879999999,89.50581060000006,101.54718099999997,113.3241854,125.26486159999997,141.623471,166.8493104,80.73269859150551,102.85863688283385,114.45356702005017,135.3571646623186,149.62168553160723,163.53669363907127,178.58252363244839,202.5721442794635,228.52339993673513,3091.304984832016,5035.636290169811,6264.149755431013,8762.718759320978,10488.74108631771,12589.495324144262,15010.61717208249,18206.41735778219,24772.756231121188
3,1368,4,152,36,0,1198,3,286,71,2,907,2,231,41,2,644,0,174,25,0,392,0,129,13,0,112.58869824294872,113.68571701089742,16716.86591129976,54.925350500000135,67.03638360000001,76.36490469999998,85.98884260000008,96.0166035,105.13801260000002,117.74943099999999,137.954964,181.8104453000001,54.925350500000135,67.03638360000001,76.36490469999998,85.98884260000008,96.0166035,105.13801260000002,117.74943099999999,137.954964,181.8104453000001,85.08667793296637,102.27709031314325,111.3052754601193,126.19775223530884,141.5952314562084,153.07039619566703,169.70806878824163,195.78191432858753,253.95891905187142,3422.075883026825,4964.532036471014,5940.524845844004,7157.276350084741,9445.276466783609,11047.090280050528,13368.48536131839,17059.301365525418,29740.20074086546
3,1249,8,130,56,1,1089,5,249,96,5,866,2,196,61,3,574,0,154,29,1,316,0,123,14,0,119.33498688919668,119.58898144252076,16368.948553486973,53.40663459999999,70.69075339999999,88.44127449999996,101.78219600000001,113.325751,126.49918800000005,143.30481280000004,160.57630580000003,184.4650689,53.40663459999999,70.69075339999999,88.44127449999996,101.78219600000001,113.325751,126.49918800000005,143.30481280000004,160.57630580000003,184.4650689,84.76560539364459,105.79554428708715,135.04945808010316,151.58665931684206,167.5007116297702,180.3462918394449,204.41738576028806,225.7788127196201,250.2561746100732,3403.769660647089,5276.868190335437,8591.683603993502,10811.16974393868,13232.750061527633,15380.745718004307,19960.49279913403,23992.215884374255,29417.699345167
3,1644,20,101,29,1,1465,23,223,70,14,1047,15,172,60,10,604,11,120,44,6,337,5,74,35,4,139.77535708300837,143.3064329097493,24987.638028382342,61.98729080000001,77.56016780000002,89.89504400000001,103.59622759999999,117.40837099999999,135.80860560000002,156.76784679999997,180.5012218,217.163116,61.98729080000001,77.56016780000002,89.89504400000001,103.59622759999999,117.40837099999999,135.80860560000002,156.76784679999997,180.5012218,217.163116,98.1530595978524,115.46782841430928,139.86394951100056,159.48534201502827,178.33095391718132,209.5425158074916,231.33803289414075,260.07374448889044,310.11359162302625,4482.862994937587,6161.395929304484,9187.505997846096,11708.950271477377,14518.740339935603,19611.735062300566,25134.53168828359,30751.698835501622,43767.47028047631
3,1970,55,751,111,9,1238,11,1287,313,47,1023,4,1118,229,36,769,1,908,146,25,482,0,708,74,16,118.34831195787294,123.13405051933704,20856.414728479005,50.56320199999999,61.37530500000008,71.18109149999995,81.19311500000003,92.0773775,104.421479,119.53314599999999,148.084649,204.143307,50.56320199999999,61.37530500000008,71.18109149999995,81.19311500000003,92.0773775,104.421479,119.53314599999999,148.084649,204.143307,78.80762779801208,92.77808666781668,106.37302360418434,116.8745408807171,137.82580466607448,152.04965761024383,172.1039582426607,220.9522442304406,319.2382508052714,2926.2223935620086,4110.786019327193,5356.565501777279,6503.389986625002,9087.448592779521,10852.320787507964,13748.537630809536,23135.488072102693,46284.42672108088
3,3725,23,143,28,1,3504,22,309,83,2,3091,11,251,63,2,2447,5,197,42,2,1620,3,162,27,0,117.1868571875,117.14535047882654,16185.078413179986,67.90482120000001,80.0662016,89.463043,97.677869,106.25320100000002,115.43244619999999,125.30375420000001,140.83685960000003,167.4214661,67.90482120000001,80.0662016,89.463043,97.677869,106.25320100000002,115.43244619999999,125.30375420000001,140.83685960000003,167.4214661,103.82277468064049,117.19403816836305,135.14779947319417,144.92415076673956,155.34861381150012,165.90266822309684,177.20445945920778,192.93611180376297,229.68463621027308,5109.567673729521,6527.1752760031595,8837.684375876317,10014.296784844986,11400.103142450622,13119.160060492539,14784.206491884217,17356.332838203052,24747.15252963685
3,4767,35,106,15,4,4487,23,334,55,28,4125,9,244,35,23,3533,3,167,24,15,2708,1,104,15,8,104.19597886990054,104.63844908625939,13438.60258256008,59.651959600000005,68.2154056,75.72569000000001,83.34538620000001,90.94506799999999,99.56313320000002,109.35256239999998,122.673731,147.5058348,59.651959600000005,68.2154056,75.72569000000001,83.34538620000001,90.94506799999999,99.56313320000002,109.35256239999998,122.673731,147.5058348,92.02696583410435,102.9339532782038,111.29097373490751,121.49327380968052,135.97593624963594,146.10448586451236,156.25354216974637,171.38091576213498,202.71991109114197,4073.118189799711,5066.867877324523,5904.977357479409,6862.520159425306,8811.079773805932,9913.230871223992,11302.174035054668,13477.124256647552,18184.216281577264
3,3646,11,671,48,0,2390,7,1749,229,1,2118,6,1378,172,0,1728,2,1033,106,0,1214,1,739,56,0,144.67276514830897,139.1561503916819,31432.517091829384,54.10159300000001,65.49719199999998,74.13147000000004,83.74606299999999,94.52980050000002,106.94592300000006,126.90315249999999,183.24035599999996,337.8529355,54.10159300000001,65.49719199999998,74.13147000000004,83.74606299999999,94.52980050000002,106.94592300000006,126.90315249999999,183.24035599999996,337.8529355,83.88483820548109,97.39391767238509,108.63884865111103,121.57778089071334,138.43251290214846,153.4693351379797,177.49821831199552,285.83909752879254,489.5974273745613,3348.7231109054064,4477.523283863743,5677.721023674002,6974.763386363166,9138.665022745576,11053.665292721797,14607.29955539686,36477.91258487271,98942.66466152784
3,829,82,141,182,0,658,126,66,376,8,427,87,39,304,6,224,56,18,225,5,107,37,7,142,2,143.77093754538086,140.822852,31064.22617309732,45.85019580000002,55.979770199999976,67.1975209,85.38731660000002,110.76437399999998,140.35346680000004,169.6664078,196.80024700000007,257.7648866000001,45.85019580000002,55.979770199999976,67.1975209,85.38731660000002,110.76437399999998,140.35346680000004,169.6664078,196.80024700000007,257.7648866000001,69.8150182481389,82.6170868990186,97.40374262528692,129.0022853805854,166.5009759852532,217.1742155742473,241.06253330671498,276.8792209482446,344.40901008126986,2305.4986391831058,3218.0326778307244,4429.031071638702,6671.058034401261,12524.094851072448,21904.506254144224,27861.30090765241,36093.28315141038,56402.57227846993
3,3926,16,212,84,0,3414,31,294,492,7,3145,16,164,399,5,2709,7,83,313,3,2135,4,39,233,3,108.47459196720152,110.38812578008495,18209.07371250934,60.10466170000001,68.61545700000002,74.45342700000003,81.16479520000001,88.81037550000002,97.1247182,105.64507640000002,117.7137424,144.1924527,60.10466170000001,68.61545700000002,74.45342700000003,81.16479520000001,88.81037550000002,97.1247182,105.64507640000002,117.7137424,144.1924527,89.9668657081371,100.87287210263776,108.68713644669376,117.22583195101414,134.51716552030595,143.68505286183282,154.6953914079529,169.69013401235253,200.93159264665366,3906.592293943094,4964.875234857122,5745.002313519393,6619.218864849067,8696.211782012148,9789.184921610526,11312.73004425468,13516.652389465307,17476.149119309724
3,2015,47,32,115,4,1916,56,17,213,11,1507,23,4,156,4,1016,5,1,96,1,584,3,0,42,1,127.97185552056033,127.60300572074108,18489.301229977424,61.37576900000005,79.18711540000001,94.2857914,108.46204840000003,121.45605500000005,135.04615500000006,150.9030212,171.37183059999998,194.87949199999997,61.37576900000005,79.18711540000001,94.2857914,108.46204840000003,121.45605500000005,135.04615500000006,150.9030212,171.37183059999998,194.87949199999997,95.15181063125652,116.7763285070701,144.48546116191986,163.47530316705576,179.4342026138116,194.7200927009535,217.9548271387788,235.53475643744866,263.33206029019675,4285.523844937841,6461.928630972765,9805.544089142639,12536.185855502963,15200.280891348793,17627.248824649236,22465.769355246637,26043.94122981401,31973.32283571685
3,2947,58,17,9,6,2850,105,40,18,24,2179,50,22,14,18,1403,17,16,12,13,774,7,6,9,8,141.3978389394139,147.75125835561408,23328.002209195984,76.27159419999998,91.6669546,105.35589320000005,118.6271238,132.10162400000002,147.19678640000004,162.7757402,178.9324828,201.29438499999995,76.27159419999998,91.6669546,105.35589320000005,118.6271238,132.10162400000002,147.19678640000004,162.7757402,178.9324828,201.29438499999995,125.62462329962484,151.78076573207414,167.85212151669685,180.46068502703798,200.05008576011042,217.8692224209004,230.18843881981462,246.25468398412752,285.44614986707666,6781.456762342888,10643.619152997893,13047.741727076631,14967.639139767223,17550.745998591534,22309.411449729196,25167.845610572283,28350.038355599485,36638.609520256825
3,545,135,167,166,2,324,43,9,621,18,253,19,4,453,8,172,9,1,274,3,111,4,1,133,0,322.6566593674877,307.75002112019706,141797.3173878891,55.839673600000005,77.88033440000007,100.93802420000003,148.46084020000006,354.630722,458.6863922,528.8328369999999,586.2173648,607.0,55.839673600000005,77.88033440000007,100.93802420000003,148.46084020000006,354.630722,458.6863922,528.8328369999999,586.2173648,607.0,88.79596740772249,110.40527669917677,143.33003701736138,222.87187531636164,550.4641811383656,658.8139557544295,718.0621037710943,770.225028182964,818.4219962323684,3663.6413088546424,5711.755088615993,9593.15799341866,23976.212052953648,127736.34134677051,196945.7985614767,246014.56971160107,289203.3129734085,333223.3121978
3,417,17,14,35,0,386,24,8,63,2,254,10,3,42,2,164,2,1,27,2,109,1,0,17,2,196.1275526583851,196.861332184265,61440.27621199106,60.48712799999996,86.81711740000003,103.847589,122.18714639999999,140.40573199999994,162.7267976,184.98955079999996,231.46635760000004,535.7232056000001,60.48712799999996,86.81711740000003,103.847589,122.18714639999999,140.40573199999994,162.7267976,184.98955079999996,231.46635760000004,535.7232056000001,95.95223543430346,138.93967552989895,164.00432287844694,181.76318282148551,213.71693808149558,231.93228430625211,255.43544785967052,318.802139618568,738.370974617011,4319.385957151344,9050.52440372842,12538.423608803678,15481.025620555332,21827.707360628632,25649.07143588795,30427.60900960755,44181.240300996775,255186.68249340003
3,2446,68,102,96,1,2265,49,170,221,8,1807,16,105,128,6,1201,6,60,64,3,557,1,30,27,1,101.76751784482123,101.67400301842977,11698.664198587883,59.07497000000004,68.10798139999997,77.05163679999997,85.2158638,93.57012900000001,103.30222780000003,113.45880360000001,126.14974759999997,150.18432659999996,59.07497000000004,68.10798139999997,77.05163679999997,85.2158638,93.57012900000001,103.30222780000003,113.45880360000001,126.14974759999997,150.18432659999996,91.49685601717756,103.07967101627685,110.50429071573376,120.6375130431924,137.68331927150575,148.43146294529384,159.89436803928106,175.50678365254566,213.43877586516612,3982.333447845682,5081.042399163598,5824.509845424205,6716.010188001621,9125.965800194474,10369.204377498445,12042.679499852286,14495.184383585172,21031.93691978971
3,763,25,35,178,0,708,24,24,244,1,504,13,13,200,1,336,8,2,138,1,181,6,1,93,1,122.01234093406593,124.43840689010989,18587.396040522668,42.96539299999995,58.939426,79.85311900000004,97.68511899999999,113.59777799999995,131.69439699999998,151.96597300000008,173.946198,198.59747299999992,42.96539299999995,58.939426,79.85311900000004,97.68511899999999,113.59777799999995,131.69439699999998,151.96597300000008,173.946198,198.59747299999992,61.388779181500794,89.53525301747091,124.8637908137749,156.59642110263525,174.53189243736895,193.8785030085936,219.1122647210952,242.29353593142451,273.3741427834061,1816.2664889888472,3569.1907009526694,6998.699755090068,11347.409855852175,14380.202970622604,17171.72013901667,23146.051060201862,27334.968616472575,34700.873700770535
3,3662,135,273,288,6,2886,28,614,785,51,2478,7,453,489,24,1850,1,314,276,10,1141,0,202,154,2,102.4130601411549,104.12868368629697,12366.186447423768,58.03366669999997,68.31904879999999,77.25175649999997,85.28159480000001,93.41400149999998,101.93440000000007,110.86622040000007,122.31334799999999,146.03105600000004,58.03366669999997,68.31904879999999,77.25175649999997,85.28159480000001,93.41400149999998,101.93440000000007,110.86622040000007,122.31334799999999,146.03105600000004,94.28517063970024,104.62934027017283,112.99969057810387,129.7299713386563,140.2583883700877,148.50753039349755,157.75004779765385,170.3655330818719,201.83526442577823,4138.086643940629,5119.063684060652,5986.696880971028,7784.541206825181,9416.19537082391,10346.772500513829,11495.57860724193,13295.362469950653,17310.865509292285
3,11942,4,64,12,0,11308,0,323,350,41,10628,0,187,266,25,9509,0,92,171,18,7789,0,46,103,6,99.86779650149727,103.02891112601895,13573.068349359253,53.29866609999999,61.469924000000006,68.23690859999999,75.1806972,82.561554,91.2313354,101.65256639999998,115.20113560000004,145.72071029999998,53.29866609999999,61.469924000000006,68.23690859999999,75.1806972,82.561554,91.2313354,101.65256639999998,115.20113560000004,145.72071029999998,84.35204786858301,94.46389562420141,103.13914834541839,110.81836134360515,120.82079629411808,136.64497839455254,147.64098117545237,164.78333949781393,214.36248228813122,3400.601175529725,4258.42101858959,5048.122386622939,5830.619957283342,6749.272009899899,8775.049110402739,10053.330706859964,12214.873507047902,19208.10690623583
3,4708,26,28,18,0,4633,36,53,54,4,4047,21,37,38,0,3078,7,24,26,0,1896,6,15,16,0,116.63004654937241,116.83646934769872,15121.767131787912,73.7751132,83.91292739999997,92.1779521,99.56987279999998,107.2044065,116.057141,126.2089384,141.75007280000005,169.56365670000005,73.7751132,83.91292739999997,92.1779521,99.56987279999998,107.2044065,116.057141,126.2089384,141.75007280000005,169.56365670000005,109.13332542320211,122.75183009660303,135.7117384796413,145.7792033906848,157.25066957530714,169.00902266344116,179.95443083333868,204.16195344853742,231.35583071367842,5747.608929570293,7179.99408666862,8941.63539698469,10180.02110978031,11849.81534965348,13539.379543738958,15367.806098170466,19125.437592056307,25368.005845015425
3,254,82,72,178,2,207,70,39,268,4,96,25,22,208,3,38,12,14,141,1,18,2,12,75,1,132.29214413605442,130.19525660714288,22567.493664836107,54.91787710000005,66.12094739999998,77.3947296,95.1252138,110.99047049999999,132.93983140000003,152.2088347000001,180.0295046,224.8203515000001,54.91787710000005,66.12094739999998,77.3947296,95.1252138,110.99047049999999,132.93983140000003,152.2088347000001,180.0295046,224.8203515000001,80.60284724058593,94.8880647627776,108.87841813947234,144.37297587087775,169.58193924866777,192.447031524905,230.80660760519788,253.14433906285797,312.21264751104474,3167.773944142795,4234.878340087835,5523.412650005407,10083.890206728927,12962.463941038499,16849.588905042816,25193.23631617534,29707.824618377577,42603.449368283946
3,2247,21,13,18,5,2214,18,2,58,12,1825,5,1,37,9,1285,3,1,22,7,748,1,1,13,6,160.52727211284724,167.02933848394096,30742.11346251211,84.68374530000003,101.24485479999998,116.50874610000004,132.19249280000005,146.5320585,162.57649400000003,178.52488060000002,195.12644020000002,231.0953175,84.68374530000003,101.24485479999998,116.50874610000004,132.19249280000005,146.5320585,162.57649400000003,178.52488060000002,195.12644020000002,231.0953175,144.86538348551565,165.8462905607273,181.3514692484679,207.45189530712503,221.70576579408214,235.53255877867682,252.44988693109218,282.12582140395756,326.08687382808796,9607.760715725371,12804.380694552274,15125.707671292326,19385.084986722475,23172.269453303394,25653.931042567452,29006.725815324655,35093.33016848399,47184.25735994884
3,2713,42,21,22,1,2644,66,15,65,9,2023,38,6,48,5,1374,12,4,32,1,828,6,0,20,1,158.65549075634155,155.22936548195784,29129.550390300792,77.77744159999996,99.0992382,115.61591759999999,131.77808820000004,146.624573,162.1543212,177.4500854,194.815648,224.52227780000015,77.77744159999996,99.0992382,115.61591759999999,131.77808820000004,146.624573,162.1543212,177.4500854,194.815648,224.52227780000015,114.74097959723872,154.98829425247035,173.28929835321776,190.21664008976575,215.12762518000426,229.52073605994138,246.3297542388769,268.8157459437317,316.36665099373795,6299.16218562556,11080.25782175098,14022.51525423297,16646.128024854348,22067.85556053557,25039.993888284574,28659.387757033022,34240.70003791268,47470.60133954006
3,2743,23,35,48,0,2683,14,30,118,4,2293,6,15,81,2,1779,2,6,49,0,1224,2,1,26,0,125.14862613338013,128.84041406984906,18085.954874265575,68.27873240000001,80.36601540000001,91.51161959999999,102.60209979999996,113.27386499999997,126.31012580000004,141.78725699999998,166.00425420000005,197.4249636,68.27873240000001,80.36601540000001,91.51161959999999,102.60209979999996,113.27386499999997,126.31012580000004,141.78725699999998,166.00425420000005,197.4249636,106.1180931749524,120.05721033503463,139.16208991182853,150.93530018796818,164.62282111900709,181.61218279371028,209.82332120755478,241.1100855486066,289.19027230187083,5320.628611411504,6674.7044525611345,9116.090141240817,10595.494362823085,12535.50334680466,15326.496374511175,20310.26444056688,26903.906036770753,37928.43796318158
3,1719,131,3,11,11,1569,238,0,25,43,1230,150,0,16,35,895,75,0,11,27,583,33,0,9,21,171.99039844853334,169.78772952853336,43107.93563250174,68.15237300000001,84.06088839999998,96.82962959999999,109.40765379999999,125.97100900000001,147.1313476,172.7426516,206.7209966,369.127527,68.15237300000001,84.06088839999998,96.82962959999999,109.40765379999999,125.97100900000001,147.1313476,172.7426516,206.7209966,369.127527,103.480743519738,131.12988585814264,149.72353345284597,164.17872684527163,179.87620891526814,214.11013177411212,240.34110960585917,310.5384689425229,538.6477316511146,5110.450235477944,7974.03993122365,10583.202753114805,12562.210165937471,15032.478240468741,21300.89133206172,27547.50589397342,45190.04847836216,131131.20457847402
3,3606,6,105,74,3,3401,10,158,203,22,2972,6,105,151,16,2294,0,70,114,11,1482,0,45,76,5,107.72109645413812,111.65739310200316,12817.690430776165,67.70823340000001,78.23965499999997,87.4741323,95.42937640000002,102.22851499999997,109.9002256,119.130907,130.3575866,153.78270560000004,67.70823340000001,78.23965499999997,87.4741323,95.42937640000002,102.22851499999997,109.9002256,119.130907,130.3575866,153.78270560000004,104.54507393792287,117.15873627828931,132.78975151091672,141.82272545501476,151.58381898029222,161.8950277178181,173.05417447892123,186.27145201530766,218.96133875476716,5275.437339234453,6537.9051154290355,8491.415374236065,9530.195726892724,10804.629698955858,12253.390728075714,13917.147803481364,16148.963265562958,21907.594370942727
3,2106,57,45,91,2,1986,70,31,206,8,1349,30,17,156,4,686,13,10,104,3,258,2,6,61,1,151.0338993780965,150.44013162451108,26723.740077116254,80.94061300000004,105.06004400000002,120.01989700000003,133.78814699999998,147.450744,158.99066200000004,170.271027,181.39946,199.352661,80.94061300000004,105.06004400000002,120.01989700000003,133.78814699999998,147.450744,158.99066200000004,170.271027,181.39946,199.352661,129.69614020978727,163.84818292020182,177.41340815511782,191.7782538002583,212.9194973012851,222.86720788769418,232.3400182697682,245.03241056644328,280.10224813603014,7666.738093817824,12747.519502534573,14962.670786900137,17185.783195074484,21955.537458568062,24108.91167769403,25999.097906312516,29007.819709632204,36967.24784130605
3,1782,65,51,27,3,1661,95,82,74,16,1063,55,52,53,9,555,28,25,34,6,274,14,8,22,3,142.6208966996888,145.45021894605807,22850.56178909333,70.64016479999998,89.68519279999995,106.20621690000002,120.62983700000004,137.511932,154.70407679999997,168.78575429999998,186.8322144,208.41116830000004,70.64016479999998,89.68519279999995,106.20621690000002,120.62983700000004,137.511932,154.70407679999997,168.78575429999998,186.8322144,208.41116830000004,105.45446262998871,141.2441875727891,165.39635101047878,182.53291922586152,212.26938685983686,225.18757202192432,238.23584585935652,253.8575159397298,296.1053379066906,5317.033898226171,9444.56401117307,12887.882606562183,15628.026083692519,21321.623915063195,24005.698224785076,26750.710890420698,30369.30176296986,39448.28674500885
