class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
1,1138,31,11,23,2,1099,53,1,48,4,846,36,1,19,1,562,26,0,6,0,289,14,0,2,0,144.02204911701244,140.03655318174273,23921.87146898983,69.48092039999995,91.49699120000002,105.60362580000003,118.8115172,130.981377,144.9131926,157.9603912,180.0331602,216.97602540000003,69.48092039999995,91.49699120000002,105.60362580000003,118.8115172,130.981377,144.9131926,157.9603912,180.0331602,216.97602540000003,110.15747836245754,150.07301554861442,167.14346027226367,177.31072299473715,189.46704146675137,206.82026545769466,221.96559749999417,240.4400912861437,273.78219135749026,5733.3466931153125,10380.042759519287,12940.56860557954,14815.214806602798,16593.11494736406,19481.35594800763,23078.366043452,26892.642905442095,34825.95286453549
1,2942,48,34,75,0,2872,44,2,180,1,2340,14,1,80,0,1646,7,0,27,0,921,3,0,6,0,167.00174356114874,158.5764964498225,40034.839372460134,74.28875759999998,88.8698224,101.7079478,112.94232299999999,124.736877,139.7074828,158.32394980000004,182.98412660000002,391.45046080000003,74.28875759999998,88.8698224,101.7079478,112.94232299999999,124.736877,139.7074828,158.32394980000004,182.98412660000002,391.45046080000003,109.70870482270234,133.35816376311493,150.3850888188468,164.81441634848593,177.2820567354941,193.35056789976417,221.12612397030455,243.9193629014359,545.2163164898118,5769.888648645752,8504.74967290891,10627.781165756855,12878.812999806287,14959.650779855996,17720.63706086208,23418.647285793144,28536.675180803828,130839.88713689016
1,736,22,53,175,1,688,22,0,272,5,515,12,0,192,4,330,4,0,123,3,190,2,0,55,1,132.64364864336372,131.8519382887538,21891.771830089187,39.88713039999999,49.28704179999997,77.30683560000001,106.16944560000002,128.831527,152.40049719999996,173.75341160000002,191.36844779999998,219.73502200000001,39.88713039999999,49.28704179999997,77.30683560000001,106.16944560000002,128.831527,152.40049719999996,173.75341160000002,191.36844779999998,219.73502200000001,56.22747945744457,69.00651226719584,119.83720297338233,166.45282683995924,194.6645932126381,221.97713743844673,243.05748251989138,267.6876050717864,316.4958323870387,1560.2657416756992,2315.522564210801,6509.994008028049,12980.549759622503,17256.143336108344,23681.734925624492,27653.487891215987,33074.20245510503,46522.045254991885
1,1902,29,3,10,1,1888,35,1,19,2,1517,17,0,13,1,1085,8,0,6,0,699,3,0,3,0,156.35717427506427,155.3686316210797,28798.04549179288,81.49558100000007,99.45711679999995,115.83617579999999,131.2391874,147.06117300000003,160.34394579999997,173.3260924,191.53542339999998,221.1526854,81.49558100000007,99.45711679999995,115.83617579999999,131.2391874,147.06117300000003,160.34394579999997,173.3260924,191.53542339999998,221.1526854,121.90992383324735,156.775707509995,174.54385890821027,191.0255008038006,213.89204586728275,226.1648441038917,241.40740357110684,262.38761801800206,308.6633836782866,6951.975381498349,11405.257129381653,14531.150299688525,17084.13802613395,21904.828670877927,24472.439573077598,27632.93871318282,32263.277900572248,45251.89453108594
1,1725,22,0,4,2,1709,28,2,5,9,1325,13,1,2,5,839,5,0,1,2,428,2,0,1,1,145.40982452310325,145.15129021106674,23055.589097300555,83.62513400000003,98.7819018,110.93162079999999,124.0346072,137.05236799999994,149.30216099999998,166.2916138,183.48696299999997,206.78622439999998,83.62513400000003,98.7819018,110.93162079999999,124.0346072,137.05236799999994,149.30216099999998,166.2916138,183.48696299999997,206.78622439999998,145.53039792016372,162.03871525561794,173.60426395055248,183.49602161855,200.41448595185665,215.4045528689309,227.15663080165933,242.9946385047013,273.1707729699044,9793.56885877826,11958.60805161148,13740.7697061447,15308.214958715564,17526.379068993367,21609.625977780146,23996.07600765927,26810.91510878077,32808.55691983336
1,2058,28,1,11,0,2029,51,0,17,1,1607,25,0,9,1,1113,13,0,5,1,652,3,0,1,1,151.63411472354622,150.02809751048616,24016.747235208288,87.1700573,103.5511994,116.68384880000002,132.98281860000003,146.448547,162.01479459999996,175.83915279999994,191.8345458,213.12521059999997,87.1700573,103.5511994,116.68384880000002,132.98281860000003,146.448547,162.01479459999996,175.83915279999994,191.8345458,213.12521059999997,139.42806749332595,163.3564655548239,179.73241021128868,197.57341144587275,217.40553687435323,228.9881652681344,243.44430684563,260.40591817341357,299.4570251512545,9154.746344726987,12453.815448773823,14917.067904197587,17530.958677247407,21940.165755138343,24562.606556785093,27319.83338663296,31278.64804027615,40742.05299636256
1,2929,9,45,21,2,2864,8,35,88,11,2455,4,11,24,6,1889,4,5,5,2,1211,4,2,1,2,98.58367681636729,101.43727587292082,11947.200030674234,55.43107599999999,63.68502799999999,71.47790549999999,78.93418899999999,88.00927749999994,97.38198899999992,108.753666,123.15740899999997,150.1422465,55.43107599999999,63.68502799999999,71.47790549999999,78.93418899999999,88.00927749999994,97.38198899999992,108.753666,123.15740899999997,150.1422465,87.27634957307407,97.24647286101337,104.84291920645764,113.01989444365236,131.46524224969468,144.03751786893025,157.42003672167726,175.7047288943441,215.66934676521745,3611.3762995515754,4437.725676605448,5241.018558936124,6088.116243312965,8156.800230633136,9834.730218896548,11544.870184795056,14151.844826316854,21809.907531663273
1,2570,36,5,8,3,2512,72,5,15,18,2157,25,1,6,11,1611,13,0,1,7,1004,6,0,0,4,144.63802389626238,147.2087921556064,23731.644257503718,80.73185280000001,96.11333300000001,107.4909395,118.08521739999999,130.7006955,144.63338280000002,160.77563789999994,181.95044760000002,215.81226210000008,80.73185280000001,96.11333300000001,107.4909395,118.08521739999999,130.7006955,144.63338280000002,160.77563789999994,181.95044760000002,215.81226210000008,131.5580748162597,149.9141650130802,162.3184413607975,175.70811700754084,189.2342811547038,212.94928740587585,230.22670250868578,257.0011756752329,310.6227337233612,8292.495795751352,10434.995601349765,12524.890871490188,14294.13447061296,16668.31998208539,21131.30140848271,24661.970695101023,29982.31857219235,43133.44486090202
1,2179,17,17,17,3,2145,19,10,38,21,1820,14,3,12,15,1387,9,1,6,12,847,8,0,3,9,119.377452632781,124.2801736820421,16262.089860478092,67.3142214,82.34729600000003,94.94848619999999,104.16265039999999,113.21909299999999,123.25505320000005,134.06037560000004,149.3767152000001,173.04288939999995,67.3142214,82.34729600000003,94.94848619999999,104.16265039999999,113.21909299999999,123.25505320000005,134.06037560000004,149.3767152000001,173.04288939999995,106.45686420946319,132.53286894011268,146.50662556527573,159.87914029909655,170.288076060626,179.75944777220488,192.51463069999346,214.00542585946266,236.09398888690032,5312.192337245873,8243.31019778555,9937.316256905757,11799.71678244077,13504.349134281292,15126.183254448479,17177.378341730735,21693.852498014923,26462.71224365699
1,1233,82,42,24,9,1114,127,62,51,36,770,69,32,27,25,489,37,14,15,20,269,17,8,9,18,163.98644560791368,165.83136177625897,32519.88889120484,73.1627997,92.21795600000003,110.43085030000009,130.09141259999996,151.15745950000002,168.30132479999997,187.45448449999995,208.05980280000006,262.0268188,73.1627997,92.21795600000003,110.43085030000009,130.09141259999996,151.15745950000002,168.30132479999997,187.45448449999995,208.05980280000006,262.0268188,108.84751839546234,145.9204521709115,169.67717401177026,199.2987600920345,225.9453137778437,245.0662081810048,268.431260878897,304.3264941082064,354.5279252358157,5659.951860853362,9927.896760558007,13309.980759430295,17937.820566858565,24152.052074515002,27864.264039641086,32947.03332828616,42956.697725589554,56141.40914079157
1,2431,206,15,16,12,2196,358,11,41,74,1739,249,4,20,52,1218,172,0,3,34,738,121,0,1,18,136.38505237462687,136.5491710522388,21827.76163719587,70.238568,84.48558319999998,96.59718910000004,106.9983278,118.92001399999998,134.09307900000002,150.3851542,173.51373300000006,209.98536579999995,70.238568,84.48558319999998,96.59718910000004,106.9983278,118.92001399999998,134.09307900000002,150.3851542,173.51373300000006,209.98536579999995,107.61522037930042,130.51154296833977,147.1087441725272,159.52317843866035,173.97614735555953,188.5483570008133,220.1844059739732,243.8137245930729,309.7469413723177,5506.857470295203,8034.664755461605,10115.843551129738,11880.086261321085,13859.361351674752,16594.58235495812,22760.004219880513,27183.467488000864,41382.47982124129
1,1880,67,15,22,0,1804,113,11,53,3,1355,71,4,44,2,817,43,1,25,1,400,19,1,12,0,149.97374360836693,155.3814873467742,26133.28002657,80.73812110000001,97.73477799999995,112.61355890000002,126.92652960000001,141.64285249999998,156.97327860000004,171.0648574,186.210852,214.08859289999998,80.73812110000001,97.73477799999995,112.61355890000002,126.92652960000001,141.64285249999998,156.97327860000004,171.0648574,186.210852,214.08859289999998,135.7147232801591,163.2765409102392,178.97120486450262,192.21809551106844,213.3943078965741,227.08888065523348,242.18090132917584,264.16673222503215,302.05779927252365,8471.933945699217,12159.274024767914,14825.37922439941,16985.837958475724,21328.119637468335,24216.182782307198,27489.80301413929,31774.1508838749,42099.49651242912
1,1608,11,34,30,0,1569,16,31,67,0,1222,4,13,30,0,817,0,6,10,0,449,0,2,4,0,119.9176585127748,122.35675030184196,16308.425728103068,61.6140622,75.813927,88.32942359999998,98.91029159999998,110.02845800000003,122.49336020000001,140.30221259999993,162.04958040000002,189.23477780000005,61.6140622,75.813927,88.32942359999998,98.91029159999998,110.02845800000003,122.49336020000001,140.30221259999993,162.04958040000002,189.23477780000005,96.15136563485913,113.80757117617031,137.41590727976484,151.00788548631783,165.15028204830338,178.74190722961055,205.6840351023521,226.37569894428373,261.2441176294691,4355.2417461542755,6151.614481482589,9113.813034116876,10651.227759016492,12566.505736565096,14843.90165974852,18918.719271091344,23887.292040823406,30927.437895238712
1,3258,41,48,40,2,3143,62,47,122,15,2684,47,18,100,13,2111,40,9,77,12,1524,33,2,59,10,115.68137232074359,119.76008363027442,16477.695054335734,58.9588262,69.190959,78.58574579999998,88.8511872,100.07086199999998,112.09507980000006,127.96450080000001,156.10103139999998,189.90344920000004,58.9588262,69.190959,78.58574579999998,88.8511872,100.07086199999998,112.09507980000006,127.96450080000001,156.10103139999998,189.90344920000004,89.74055773395861,104.2325264798548,115.00071453109912,136.46753215982164,151.69996169648178,168.12479388168128,190.68966862077608,225.76784001645115,267.14282017300894,3867.720173162604,5103.4092776102925,6281.6494424835055,8859.760018729554,10638.74806773447,13059.785640605583,16427.967316308823,23567.19472837541,32672.71977864557
1,4202,20,5,4,0,4159,47,6,16,3,3320,24,0,5,1,2248,10,0,1,1,1226,2,0,0,1,127.71517061782086,127.48966721460648,17265.097997419547,76.98004199999997,89.67289700000003,100.45498599999998,110.05853300000001,120.26998499999999,130.582032,144.0868529999999,161.46557600000003,185.73153700000003,76.98004199999997,89.67289700000003,100.45498599999998,110.05853300000001,120.26998499999999,130.582032,144.0868529999999,161.46557600000003,185.73153700000003,119.14033167994128,144.71420387755802,156.5254643194432,167.12966675291375,175.84522494999908,185.73159249345377,204.35830863637375,221.36721656652497,242.08891173996284,6651.5260822487635,9720.49890240965,11260.176708541778,12863.37347547167,14322.621297625328,15924.469299975148,19109.623079626897,22957.54540539922,27273.631976400004
1,2481,17,1,8,1,2456,34,0,16,2,1996,22,0,12,0,1438,8,0,6,0,876,2,0,3,0,144.8114310542265,146.61559956419458,22300.368432317726,86.67663600000003,103.96044359999999,115.7224329,129.09216899999998,141.35961149999997,154.10120659999998,166.59708289999998,180.11343340000002,199.12125880000008,86.67663600000003,103.96044359999999,115.7224329,129.09216899999998,141.35961149999997,154.10120659999998,166.59708289999998,180.11343340000002,199.12125880000008,148.83787728844823,166.74912013866935,178.42536526291866,188.9688011496212,207.2028731528137,219.17050324140155,229.7664194324192,243.85359941635224,267.08257553801326,10111.789643523254,12668.526984661734,14882.575015826904,16595.052135740756,19945.414634812492,22812.867192702637,25069.597350759945,28227.077291984268,33439.62322227079
1,6655,66,23,14,1,6449,182,52,56,20,5290,102,28,43,11,3625,51,16,32,8,2098,20,7,21,5,130.65704385338069,132.53784369241015,18740.770237015433,76.17083860000002,90.41105780000001,102.36743159999997,112.509436,124.20599400000003,136.73699980000004,149.79737439999997,166.82588400000003,188.07998779999997,76.17083860000002,90.41105780000001,102.36743159999997,112.509436,124.20599400000003,136.73699980000004,149.79737439999997,166.82588400000003,188.07998779999997,113.84096515480181,142.95735578481722,158.20859885363,169.81257168385653,179.97015909554742,195.96842794161685,215.94935500225915,230.29003990166382,252.26254237487709,6178.524273933265,9759.843307749337,11740.89524968472,13552.24549909421,15207.010278445441,17552.080293060564,22179.8083649753,25189.089818989916,30097.417018288234
1,4420,14,3,11,0,4382,33,2,31,0,3621,13,0,14,0,2544,6,0,7,0,1500,1,0,3,0,131.59842145840827,136.31330930260793,19738.586738049627,77.20184069999998,92.49351779999999,103.3362747,111.87227120000001,121.45466649999997,133.8308564,147.85123969999995,165.02334280000002,187.00002460000002,77.20184069999998,92.49351779999999,103.3362747,111.87227120000001,121.45466649999997,133.8308564,147.85123969999995,165.02334280000002,187.00002460000002,117.41443716558071,146.11811574206698,158.78841748927442,169.53739713571082,179.7148482956572,195.51673151275648,216.06308920476312,231.10955979358147,258.07076422740954,6546.077846187103,10037.243913709151,11928.68329754908,13625.383807283382,15233.245361306594,17530.530011580944,22396.156296580604,25304.253913391796,31110.847986450408
1,621,28,8,9,0,613,30,2,20,1,410,22,0,9,1,251,9,0,2,1,124,2,0,0,1,146.35309727027027,152.72090456156158,25841.397350447583,72.75718700000002,93.22891199999998,107.59505050000001,125.69793700000002,144.84194150000002,159.581238,170.94431349999996,184.88295800000003,205.29911449999997,72.75718700000002,93.22891199999998,107.59505050000001,125.69793700000002,144.84194150000002,159.581238,170.94431349999996,184.88295800000003,205.29911449999997,114.90037609534969,153.9062279567365,175.24432623712613,196.05084135040815,216.5072083200336,230.35866024246394,242.16175577877465,254.233466277947,279.7256227119623,6281.711279306275,10795.957400395793,14139.416523984717,17064.3587499544,22253.448901940654,25301.12342502944,27997.05480802853,30911.46530997698,37009.19297048774
1,859,7,284,5,0,673,3,466,9,4,542,0,248,3,3,410,0,105,3,1,272,0,41,0,0,155.16056690216453,153.73850365454547,37015.814121478135,51.88443,62.60085040000001,72.17150899999997,86.35780199999998,104.24487399999998,126.69591060000002,166.37222279999997,213.91903040000003,351.8752194000002,51.88443,62.60085040000001,72.17150899999997,86.35780199999998,104.24487399999998,126.69591060000002,166.37222279999997,213.91903040000003,351.8752194000002,81.13070802830364,92.25662474102467,106.10245108032315,123.36658069132257,149.4858101056557,181.85520468742058,250.0451028956547,324.79335816545057,509.3613822586043,3080.4181113192362,4030.7953338611906,5296.795354848942,6853.788789368655,10282.45582506386,15236.01857367596,29113.251436300994,47817.327334246605,98958.4612996677
1,1870,45,37,45,2,1820,51,28,89,11,1459,27,11,55,6,1038,16,2,25,4,540,11,1,7,2,157.5474102706353,160.2253229754877,44267.48763065863,67.80472360000007,80.28106640000004,90.06463639999998,100.14898700000002,109.16307099999999,121.67333959999999,136.29912119999997,162.1596922,346.12207360000167,67.80472360000007,80.28106640000004,90.06463639999998,100.14898700000002,109.16307099999999,121.67333959999999,136.29912119999997,162.1596922,346.12207360000167,105.80172556711724,119.86781325183829,137.9663362193931,149.91653777466252,162.26710109649434,176.57335124482864,194.23710575619305,233.0056268691786,497.82565965605227,5246.584544293655,6805.93155807226,9092.194467803642,10487.106869511315,12287.870257789284,14318.519040163264,17334.682416428142,24951.97448539969,107948.03337283328
1,2499,11,19,9,2,2464,19,34,14,9,2014,11,17,10,4,1435,3,5,5,3,874,1,3,3,1,123.73951395748031,130.9338334070866,17910.388112362827,67.92997660000002,80.3956666,92.11438580000004,101.7063716,112.19683049999998,125.11921300000003,140.39650070000005,161.98071259999998,188.81449619999998,67.92997660000002,80.3956666,92.11438580000004,101.7063716,112.19683049999998,125.11921300000003,140.39650070000005,161.98071259999998,188.81449619999998,107.3504288586233,131.84301783739681,146.22364147806843,159.49425869688577,170.53556806622726,182.65360951776864,211.04497008677325,230.86107086452213,259.9288528676732,5398.3400125226135,8061.173444493226,9859.429570487053,11542.272185297392,13458.653026593242,15503.744449976952,20151.442736002973,24885.933498062997,30660.534783733783
