index,class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_s_005,LSIL_s_005,ASCH_s_005,HSIL_s_005,SCC_s_005,ASCUS_s_01,LSIL_s_01,ASCH_s_01,HSIL_s_01,SCC_s_01,ASCUS_s_02,LSIL_s_02,ASCH_s_02,HSIL_s_02,SCC_s_02,ASCUS_s_03,LSIL_s_03,ASCH_s_03,HSIL_s_03,SCC_s_03,ASCUS_s_04,LSIL_s_04,ASCH_s_04,HSIL_s_04,SCC_s_04,ASCUS_s_05,LSIL_s_05,ASCH_s_05,HSIL_s_05,SCC_s_05,ASCUS_s_06,LSIL_s_06,ASCH_s_06,HSIL_s_06,SCC_s_06,ASCUS_s_07,LSIL_s_07,ASCH_s_07,HSIL_s_07,SCC_s_07,ASCUS_s_08,LSIL_s_08,ASCH_s_08,HSIL_s_08,SCC_s_08,ASCUS_s_09,LSIL_s_09,ASCH_s_09,HSIL_s_09,SCC_s_09,ASCUS_s_099,LSIL_s_099,ASCH_s_099,HSIL_s_099,SCC_s_099,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_01,LSIL_c_01,ASCH_c_01,HSIL_c_01,SCC_c_01,ASCUS_c_02,LSIL_c_02,ASCH_c_02,HSIL_c_02,SCC_c_02,ASCUS_c_03,LSIL_c_03,ASCH_c_03,HSIL_c_03,SCC_c_03,ASCUS_c_04,LSIL_c_04,ASCH_c_04,HSIL_c_04,SCC_c_04,ASCUS_c_05,LSIL_c_05,ASCH_c_05,HSIL_c_05,SCC_c_05,ASCUS_c_06,LSIL_c_06,ASCH_c_06,HSIL_c_06,SCC_c_06,ASCUS_c_07,LSIL_c_07,ASCH_c_07,HSIL_c_07,SCC_c_07,ASCUS_c_08,LSIL_c_08,ASCH_c_08,HSIL_c_08,SCC_c_08,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
354,3,791,974,2,28,8,207,960,1,26,8,165,807,1,15,6,127,637,1,6,3,110,550,1,2,3,94,478,1,2,3,81,403,0,0,1,69,356,0,0,0,62,286,0,0,0,46,209,0,0,0,32,105,0,0,0,7,9,0,0,0,124,1613,0,44,22,124,1613,0,44,22,124,1613,0,44,22,124,1613,0,44,22,123,1613,0,42,21,114,1610,0,42,19,97,1569,0,39,19,81,1503,0,35,18,65,1455,0,32,17,45,1348,0,25,16,22,1069,0,10,11,11,801,0,4,8,161.3370037937,169.0432781159,29427.2528990911,95.1881228,112.330445,126.833025,142.9271124,157.759521,170.5693364,182.7102962,198.896692,238.513861,95.1881228,112.330445,126.833025,142.9271124,157.759521,170.5693364,182.7102962,198.896692,238.513861,148.1069383067,172.6895075594,190.0826850118,222.1189650012,235.323229831,247.6988134459,267.8093607877,298.6858452463,328.2819439089,10434.774139523,13838.0819774039,16770.57902694,23277.1579573516,26027.3764518522,28704.0713570827,32857.0531600531,41587.0540558138,49940.2044354022
355,3,136,174,39,981,61,18,135,5,785,61,16,101,2,579,46,10,79,1,375,37,8,64,1,285,26,5,48,0,236,24,4,36,0,183,21,3,33,0,151,13,3,26,0,116,11,1,18,0,82,7,0,10,0,39,4,0,2,0,3,0,16,194,0,923,258,16,194,0,923,258,16,194,0,923,258,16,194,0,922,258,15,194,0,916,256,14,193,0,891,247,12,189,0,808,222,11,185,0,715,193,9,181,0,598,158,7,175,0,483,118,3,140,0,217,59,1,113,0,91,40,76.7268401941,75.4876581201,10070.7855228277,32.54306,37.374023,42.117875,47.23996,52.698547,60.321228,72.484039,102.844361,143.403686,32.54306,37.374023,42.117875,47.23996,52.698547,60.321228,72.484039,102.844361,143.403686,48.5912618689,55.5772049887,61.5516003699,67.61114481,75.0307647839,86.0365084752,101.8053602124,149.0199800439,211.2301438584,1093.0230690829,1436.5071732257,1805.5815253288,2204.0369415007,2651.5763365231,3530.1442561281,4730.8696762527,10806.986273641,21246.3094659881
356,3,246,86,1138,1484,51,21,50,242,887,51,17,36,128,590,32,13,27,64,353,20,11,20,46,255,16,10,14,28,189,14,10,12,20,147,11,9,9,13,122,7,8,7,7,97,3,7,5,5,71,1,4,4,0,40,0,1,1,0,2,0,11,70,14,1628,1282,11,70,14,1628,1282,11,70,14,1628,1282,11,70,14,1623,1277,11,70,13,1605,1266,10,70,13,1550,1226,9,70,8,1438,1113,6,69,8,1323,1000,6,66,7,1185,894,4,61,5,981,727,1,41,1,491,370,0,30,0,196,169,114.9889012696,113.0422495421,34606.2494429818,32.7958924,38.1224076,42.3576908,46.7335688,51.728363,58.1770568,69.059485,99.9625,410.975818,32.7958924,38.1224076,42.3576908,46.7335688,51.728363,58.1770568,69.059485,99.9625,410.975818,50.6251674758,57.492351253,63.3199036458,69.5358173504,75.8101980514,83.7948765749,95.5672567554,145.7204175572,613.5974035152,1140.0762157757,1528.5557216623,1871.3956134192,2235.9067954052,2700.4809085389,3247.5620315733,4067.5592505549,9713.4210062861,169092.907687243
357,3,256,276,72,178,7,105,250,21,162,7,90,164,10,96,6,73,113,4,56,4,64,94,4,44,2,59,68,3,32,2,54,51,3,22,2,50,43,2,15,2,43,27,0,11,2,36,18,0,6,1,32,7,0,3,1,12,0,0,0,0,91,339,1,286,72,91,339,1,286,72,91,339,1,286,72,91,339,1,285,71,91,339,1,283,71,87,339,1,278,69,72,333,1,259,60,61,330,1,241,48,43,324,0,214,41,33,314,0,191,35,9,274,0,106,21,4,219,0,54,8,114.057074256,118.5055175399,17151.0950583252,40.1860724,48.6807136,61.5333058,86.773218,107.962002,127.3400636,147.6344358,169.6735158,192.6529862,40.1860724,48.6807136,61.5333058,86.773218,107.962002,127.3400636,147.6344358,169.6735158,192.6529862,58.423067275,70.3046087411,94.0771449034,140.5385941517,164.842428088,185.2715263454,217.2910315612,240.3202521391,276.9071779135,1630.7349522326,2345.9901162756,4008.077771325,9295.7834541923,12424.1707930282,16001.7824943413,22783.3125696943,27014.8759007148,36740.0582494749
358,3,549,893,29,114,29,64,828,6,93,29,49,654,5,65,16,41,491,2,46,12,34,411,2,31,9,31,347,0,27,6,23,298,0,23,6,23,252,0,18,6,16,190,0,11,5,15,134,0,11,4,9,69,0,6,2,1,17,0,1,1,6,1308,0,178,122,6,1308,0,178,122,6,1308,0,178,122,6,1308,0,178,121,6,1308,0,176,121,6,1305,0,170,117,6,1282,0,155,114,3,1265,0,141,102,2,1243,0,123,90,1,1206,0,96,75,0,1094,0,45,49,0,948,0,24,29,137.8093905471,137.8057848129,21355.487300085,62.4544846,88.0847166,105.8185501,120.4286864,134.4188535,148.0064986,164.6100065,179.9954686,203.2237791,62.4544846,88.0847166,105.8185501,120.4286864,134.4188535,148.0064986,164.6100065,179.9954686,203.2237791,97.7587720608,139.249064982,159.6524401513,175.4006030003,193.168821782,221.3021177616,234.4239635336,249.8254119971,285.4707591725,4264.3492643888,9112.2254969086,11635.6009143008,14275.3245285042,17266.3559514073,23293.2526210724,26118.3037947401,29795.371294062,37718.2015933624
359,3,25,10,147,1273,3,1,4,16,1216,3,1,3,11,732,1,1,2,4,406,1,1,1,2,261,1,1,0,2,182,1,0,0,1,145,1,0,0,1,107,1,0,0,0,70,1,0,0,0,46,1,0,0,0,16,0,0,0,0,1,0,1,3,1,1417,36,1,3,1,1417,36,1,3,1,1416,36,1,3,1,1415,36,1,3,1,1406,36,1,3,0,1391,36,1,3,0,1345,35,0,3,0,1295,34,0,2,0,1216,31,0,2,0,1107,27,0,0,0,795,19,0,0,0,523,10,69.4915254685,67.0037139582,15389.2226922832,27.1852786,31.603683,34.6557498,37.1358734,39.234436,41.3181394,44.4723362,51.00011,77.9263003,27.1852786,31.603683,34.6557498,37.1358734,39.234436,41.3181394,44.4723362,51.00011,77.9263003,43.3186110563,47.1726531048,50.0121334374,52.5746623581,55.0090749925,57.8568371335,61.7671366243,71.2727039532,105.171633663,811.7010593784,1016.1188450198,1177.1629150982,1333.5072273148,1478.5869751482,1637.5122803622,1857.5132923966,2484.1911831489,5151.45567262
360,4,496,483,41,89,3,150,449,14,88,3,109,342,10,60,1,72,245,5,41,0,52,194,2,28,0,42,159,0,25,0,33,122,0,22,0,30,97,0,20,0,21,73,0,16,0,8,56,0,12,0,4,30,0,7,0,0,3,0,1,0,131,779,7,189,6,131,779,7,189,6,131,779,7,189,6,131,779,7,189,6,131,778,7,189,5,127,774,6,187,4,106,747,5,184,4,94,724,5,175,3,85,697,4,167,3,60,635,2,158,3,24,452,0,130,2,12,317,0,89,1,159.1146566619,159.0961298525,31342.918380471,64.2757604,87.5184878,106.8278896,126.0022282,146.6190145,165.99263,182.3018179,203.0917114,261.9766061,64.2757604,87.5184878,106.8278896,126.0022282,146.6190145,165.99263,182.3018179,203.0917114,261.9766061,97.6536163733,144.3076543053,164.2458222272,180.2009987779,220.084599562,235.50765303,259.0941492089,303.5721062952,341.3847271681,4520.7496903003,9877.0499008774,12660.3444969941,15293.1114868037,22780.1651764051,26451.2135272977,31271.3759699484,43937.7794147856,55953.4008209732
361,4,1148,1265,97,133,3,169,1174,53,132,3,116,922,45,93,2,67,705,32,64,1,45,576,27,51,0,34,509,24,38,0,20,441,21,33,0,16,373,18,26,0,8,303,12,22,0,3,232,11,18,0,1,136,6,6,0,0,25,0,0,0,119,2118,52,353,4,119,2118,52,353,4,119,2118,52,353,4,119,2118,52,353,4,118,2117,50,353,4,116,2113,48,351,4,100,2043,43,342,4,88,1983,41,334,4,76,1877,32,316,3,57,1733,23,299,3,19,1245,2,258,1,7,829,0,205,1,143.3727627755,146.4682964437,23585.7085684194,75.2437745,95.937057,108.7483595,120.640534,133.649047,147.603942,165.3293725,182.843948,205.75198,75.2437745,95.937057,108.7483595,120.640534,133.649047,147.603942,165.3293725,182.843948,205.75198,112.4251915513,151.5557579652,166.0317256162,177.8038498533,193.0556248365,221.170639375,234.0166426717,252.5081405859,304.2766796337,5762.0687386062,10888.4922587402,13104.645311875,14922.9310748142,17251.5678433735,23393.2514631683,26104.4554573977,29791.7275252153,43206.208397691
362,4,532,712,249,929,2,226,323,72,923,2,157,239,53,662,1,95,162,40,434,1,68,121,29,323,1,51,99,26,248,1,32,77,18,197,1,24,64,14,145,1,16,47,9,117,1,9,35,6,80,1,5,18,1,41,1,0,1,0,7,0,232,435,48,1695,14,232,435,48,1695,14,232,435,48,1695,14,232,434,48,1693,14,232,433,45,1683,13,229,422,39,1641,12,207,393,34,1565,11,185,352,26,1483,11,163,309,19,1376,10,130,256,12,1200,10,77,126,4,723,8,23,57,1,376,7,155.0586798007,155.8478988461,36199.4549675172,56.0442866,66.9431584,82.5170422,102.7595704,118.025788,138.0175536,167.6289359,200.9896486,304.2476959,56.0442866,66.9431584,82.5170422,102.7595704,118.025788,138.0175536,167.6289359,200.9896486,304.2476959,83.7781956876,96.3604875466,114.3862734703,150.9254058789,168.6810727813,199.676948378,241.6769053934,307.0826389051,452.7238006902,3412.8140011471,4497.3036883231,6119.4055391171,10898.3468116162,13737.3093886069,17978.2615584249,27967.2311461566,44411.0785212175,91913.8910352006
363,4,1067,542,751,1839,71,448,296,192,1712,71,290,218,132,1149,56,174,161,89,677,46,122,135,63,459,38,92,108,44,345,31,70,92,34,249,25,55,70,23,175,20,39,48,18,127,19,25,29,10,81,13,10,11,3,39,11,0,1,0,4,3,441,431,140,2832,426,441,431,140,2832,426,441,431,140,2832,426,441,431,140,2830,426,440,430,139,2823,425,433,426,124,2798,425,405,415,106,2707,417,368,397,88,2596,407,335,373,73,2480,398,281,338,48,2278,379,169,226,10,1635,309,90,142,3,1068,259,145.5888981763,146.8348452492,36593.7324633395,49.2250997,58.1643496,67.3121099,78.8854498,95.268906,115.203094,141.9095978,189.675177,334.7069033,49.2250997,58.1643496,67.3121099,78.8854498,95.268906,115.203094,141.9095978,189.675177,334.7069033,74.8677898898,86.4227052326,97.6729706273,111.7250225379,147.1972301602,169.5202588403,215.0765652387,292.0972701236,479.5414482563,2703.5784478899,3550.8297479558,4530.04336949,5778.4965033742,9965.4024926656,13091.5868275322,20521.6808600891,37548.5490461231,100904.976259307
364,4,2632,2159,757,1997,9,836,1236,173,1941,9,560,965,103,1492,6,350,740,57,1024,2,236,608,41,781,1,176,515,26,615,0,140,411,22,495,0,93,331,18,410,0,62,268,10,312,0,30,193,8,231,0,16,116,5,151,0,2,11,0,25,0,782,1671,50,4914,137,782,1671,50,4914,137,782,1671,50,4914,137,782,1670,50,4914,137,776,1668,50,4906,137,749,1650,49,4890,135,680,1535,46,4825,129,610,1425,44,4751,124,531,1297,38,4656,118,431,1105,34,4484,109,195,640,14,3874,77,73,350,8,3113,55,113.4146644185,113.2117458312,18531.4205201235,48.9152858,57.6762208,67.198316,77.5779676,90.751141,105.5003116,121.5605572,144.636496,185.4537534,48.9152858,57.6762208,67.198316,77.5779676,90.751141,105.5003116,121.5605572,144.636496,185.4537534,75.1658340444,87.2725622253,98.4907873607,109.3591021024,137.7875428946,153.8388475407,171.9645723034,211.3207761417,265.3947740798,2689.7007619769,3621.9400216596,4552.0895908762,5562.8625655368,9006.6409530697,10970.3631648998,13825.5454810387,20631.805404509,32186.5406975161
365,4,790,562,63,380,66,404,262,24,319,66,213,183,17,191,46,89,112,8,95,30,40,89,5,58,25,19,70,3,45,20,13,48,2,31,12,7,37,2,20,10,5,28,2,16,8,2,19,2,12,7,1,8,0,4,3,0,2,0,0,1,411,431,19,665,335,411,431,19,665,335,411,431,19,665,335,411,431,19,665,335,411,430,19,663,334,406,425,19,651,332,393,407,17,632,319,376,384,17,614,315,367,353,15,590,309,342,313,12,548,298,293,216,5,417,262,237,135,1,304,214,235.5194928587,244.3893014304,96163.1527996475,53.568863,62.01004,75.215332,102.778199,134.818787,191.044006,301.084808,513.421539,591.003052,53.568863,62.01004,75.215332,102.778199,134.818787,191.044006,301.084808,513.421539,591.003052,78.6356106611,90.490701002,111.0910797811,160.8397877018,217.3283659261,306.7718890591,448.2859865652,728.4738594884,827.4292924517,3003.6620290283,3944.2261417352,5755.3407857348,11976.3655928084,19969.5451669208,42657.0233183194,95813.3836162409,256097.850185512,341436.210444587
366,4,1117,1106,981,2280,2,192,712,345,2271,2,120,565,223,1640,2,71,419,129,1075,1,42,353,84,846,1,27,288,58,669,1,21,235,37,544,0,12,190,29,449,0,8,149,19,343,0,3,100,10,255,0,3,51,4,140,0,0,2,0,21,0,158,1145,342,3821,20,158,1145,342,3821,20,158,1145,342,3821,20,158,1145,341,3819,20,158,1144,338,3808,20,154,1136,329,3771,19,133,1102,303,3641,18,111,1060,266,3508,17,91,1004,218,3328,15,69,887,160,3086,14,21,555,43,2329,9,6,335,8,1565,5,117.9406936456,118.2865470088,21183.9513393579,45.7290425,53.898194,64.11351,79.805756,97.636337,110.105346,123.6722715,144.395386,196.8869745,45.7290425,53.898194,64.11351,79.805756,97.636337,110.105346,123.6722715,144.395386,196.8869745,67.8906626899,80.3862475667,94.66561872,113.113337643,147.3076923792,160.5885730471,173.4951244833,211.0273135983,298.2071689949,2243.3721041869,3108.5230612697,4236.747717884,5892.0066327935,10476.7131821019,12287.0594585611,14373.9990354309,21334.6964157915,41215.6753414255
367,4,971,822,1064,3432,5,234,500,206,3409,5,166,393,135,2356,3,110,292,79,1495,2,78,238,51,1055,2,58,189,34,777,2,48,162,19,573,2,33,135,14,407,0,23,98,10,282,0,13,61,5,173,0,8,33,2,93,0,1,5,0,12,0,202,639,126,5303,24,202,639,126,5303,24,202,639,126,5303,24,202,638,126,5301,24,200,637,126,5292,24,196,626,117,5260,23,170,605,105,5149,22,147,577,88,5040,20,124,542,66,4906,19,88,483,48,4677,14,32,283,15,3831,10,8,162,3,2802,6,101.4664783926,103.6012462585,18039.9186280812,41.3653319,47.2352784,53.1503141,60.3919674,69.1794815,81.584988,100.7341063,124.214633,191.5100646,41.3653319,47.2352784,53.1503141,60.3919674,69.1794815,81.584988,100.7341063,124.214633,191.5100646,63.6955467689,72.1451730522,79.9565786276,89.106110471,99.5917520476,111.2295637224,147.8165043868,176.71679155,296.5500374869,1953.9596002806,2496.7916687318,3061.3275343311,3730.4899308191,4617.1411046634,5768.4733863129,10278.648549703,14656.6300837659,40296.2226306885
368,4,715,893,239,717,5,169,703,74,715,5,119,561,55,535,2,79,449,38,366,2,63,371,23,299,1,51,312,19,236,1,40,269,14,188,1,32,217,12,153,1,21,171,9,123,1,13,123,5,98,1,4,85,1,61,0,0,15,0,10,0,152,1090,45,1272,10,152,1090,45,1272,10,152,1090,45,1272,10,152,1090,45,1271,10,152,1088,42,1265,10,142,1083,39,1253,10,121,1036,34,1202,10,98,991,31,1170,9,69,920,25,1125,9,50,808,17,1061,9,13,526,2,816,6,3,318,1,534,5,138.5492734188,140.7874933714,27741.1350695985,49.7184922,60.1703616,70.8839478,88.7875044,112.697082,138.2948368,163.2455812,188.0145908,247.2372982,49.7184922,60.1703616,70.8839478,88.7875044,112.697082,138.2948368,163.2455812,188.0145908,247.2372982,74.7477036229,88.8177472318,102.5162583307,140.1473280818,168.8016713417,212.2015722396,235.1255769217,269.7848382029,354.6528199632,2678.8680352987,3777.571574214,4985.4253348198,9265.8506211108,13532.8250900898,21803.9821092041,26483.045270706,33258.7069460983,58481.3773405015
369,4,1454,1128,538,1033,9,520,719,122,1017,9,391,543,79,763,8,281,393,51,493,5,224,316,29,362,2,168,253,18,282,2,127,200,12,240,2,104,152,11,184,1,80,111,10,135,0,46,73,7,94,0,19,34,3,49,0,0,4,0,6,0,496,1033,78,2485,70,496,1033,78,2485,70,496,1033,78,2485,70,496,1033,78,2485,70,491,1032,78,2481,70,484,1014,74,2465,70,425,952,69,2406,65,387,880,58,2349,59,322,790,49,2270,52,233,655,38,2124,43,77,308,18,1664,23,26,134,7,1150,10,123.4817708876,128.3235640127,22649.2806970715,51.0632308,63.332715,74.6522374,87.6549134,100.45726,113.4366458,129.3832458,155.9988158,202.4810811,51.0632308,63.332715,74.6522374,87.6549134,100.45726,113.4366458,129.3832458,155.9988158,202.4810811,83.078277358,98.1353420195,109.2508004155,140.3794373194,153.436144604,166.8303248152,182.5775787226,225.7297369637,305.8967791492,3249.5634172432,4457.0985665301,5537.8740578263,9390.4818885338,10943.260767393,13011.0059990318,15460.2402903019,24273.3689854162,43508.0835092204
370,4,750,409,711,1356,20,229,157,271,1289,20,152,114,191,844,15,91,77,136,530,14,63,58,103,370,9,46,42,84,274,9,31,34,65,199,7,21,26,51,150,5,12,18,36,104,5,5,8,20,65,5,1,4,10,22,5,0,0,1,2,1,228,238,334,2266,180,228,238,334,2266,180,228,238,334,2266,180,228,238,334,2265,180,225,237,333,2251,180,214,233,318,2199,178,198,224,284,2121,169,180,208,256,2011,163,157,186,222,1874,154,136,163,165,1672,148,72,99,64,1085,115,36,54,24,601,83,143.7358730388,146.1942084698,32898.865200753,51.432705,59.657349,68.0812375,80.116074,98.4833065,119.069245,149.0102345,193.598084,314.54921,51.432705,59.657349,68.0812375,80.116074,98.4833065,119.069245,149.0102345,193.598084,314.54921,77.7180979346,89.4328174046,100.423859718,114.9360222362,152.1927164026,175.3009188986,222.868945697,302.9465246601,450.5958713453,2909.9562639648,3813.6117404499,4734.4400916333,6093.5971785294,10746.0931777307,14316.5654372033,22858.0098863076,41702.8580050798,91405.0223497977
371,4,875,717,237,751,2,264,511,66,745,2,186,376,46,514,1,121,273,27,348,0,82,219,17,239,0,70,180,8,184,0,54,153,7,158,0,42,123,6,118,0,29,102,4,92,0,21,70,0,68,0,8,37,0,41,0,0,8,0,7,0,259,838,77,1392,16,259,838,77,1392,16,259,838,77,1392,16,259,838,77,1392,16,259,835,77,1392,16,250,821,71,1382,15,223,773,68,1348,13,202,725,59,1306,13,178,678,54,1252,12,136,593,44,1165,12,63,377,23,927,6,29,213,14,647,5,117.2730496859,119.4452070259,20112.4217882378,49.6406191,60.5759128,69.3177187,80.1390134,93.643066,106.7208646,121.1517769,146.1352294,202.4781752,49.6406191,60.5759128,69.3177187,80.1390134,93.643066,106.7208646,121.1517769,146.1352294,202.4781752,76.4247898526,90.3060477805,101.3939976798,112.8391276992,143.3692766526,157.1063673627,171.4690563122,219.7045754652,307.167364851,2809.0860834717,3930.5764280528,4939.7056891999,5997.4234573185,9837.7352343574,11542.0988113369,14060.992621503,22812.2141096334,44330.323256098
372,4,1141,287,221,458,2,825,202,90,456,2,582,161,63,323,2,382,118,49,238,1,303,97,30,190,1,231,77,26,154,1,191,66,19,134,1,138,58,15,114,1,100,47,11,99,0,65,36,7,86,0,32,16,2,55,0,2,2,0,12,0,872,324,71,828,14,872,324,71,828,14,872,324,71,828,14,872,324,71,826,13,872,324,69,822,12,865,319,68,813,12,826,305,60,779,12,777,279,54,761,11,730,245,48,725,10,649,204,35,683,9,428,114,13,538,7,243,56,4,403,5,174.183228642,175.2229519711,51526.1332790221,59.764215,73.8487916,89.1053554,103.388092,118.658447,136.8840336,165.6928712,204.16163,502.8524624,59.764215,73.8487916,89.1053554,103.388092,118.658447,136.8840336,165.6928712,204.16163,502.8524624,92.127640809,109.2832037812,137.7458096624,152.8102957825,171.393196304,198.9605182444,240.7207355651,303.2708593342,688.6500908989,4056.8901488864,5614.9204562996,9125.6725771752,10847.8209969032,13749.1414546496,17815.0601670514,27156.9688650794,42440.3523803953,211377.0171474
373,4,1115,444,409,1279,1,588,259,110,1277,1,437,193,76,991,1,309,133,58,706,1,235,106,40,558,1,188,79,28,466,0,145,62,20,395,0,99,44,17,341,0,69,35,10,288,0,45,23,9,225,0,22,7,5,141,0,1,0,1,35,0,578,403,40,2221,6,578,403,40,2221,6,578,403,40,2221,6,578,403,40,2220,6,575,403,40,2213,6,564,392,39,2204,6,518,370,38,2169,6,457,339,29,2135,6,399,299,24,2084,6,306,221,16,1999,6,127,99,5,1662,2,35,38,2,1197,1,109.3591462845,111.1563492608,15196.9125796211,50.4675644,59.5539494,68.3918688,79.8392704,93.8188175,109.2416652,127.7013729,151.5289552,184.6092331,50.4675644,59.5539494,68.3918688,79.8392704,93.8188175,109.2416652,127.7013729,151.5289552,184.6092331,77.2834832953,88.6792399902,99.2386963645,112.3916339164,145.8288267488,162.9869402993,179.6966305813,219.999438429,256.4681084836,2835.2544845587,3744.1844677761,4708.6368976756,5963.0438693905,9991.7253961773,12369.0285843554,15107.1960427092,22946.0470323248,30078.3865345957
374,4,431,386,57,437,4,212,306,17,435,4,171,240,9,289,3,123,185,6,197,3,89,151,4,148,1,67,123,2,124,0,57,104,2,100,0,47,87,0,87,0,34,65,0,70,0,25,51,0,49,0,8,30,0,28,0,0,5,0,6,0,208,425,8,666,8,208,425,8,666,8,208,425,8,666,8,208,425,8,666,8,208,425,8,664,8,204,421,8,658,8,190,397,8,648,8,172,368,7,637,7,149,339,7,627,7,119,291,6,592,7,55,177,1,503,5,17,109,0,397,3,110.9094527726,112.694997289,16407.5314326865,48.9196712,57.7269652,68.1190062,79.0368134,92.689697,107.8036868,122.8710814,154.7002076,193.9023194,48.9196712,57.7269652,68.1190062,79.0368134,92.689697,107.8036868,122.8710814,154.7002076,193.9023194,76.3626934481,89.1479502196,100.963624006,112.3890199036,139.5566294327,154.5896132006,174.3288320389,222.2587613037,296.1312514373,2775.5691610192,3827.6589454827,4740.2622926042,5870.9882442947,9296.8844752606,11005.0658038563,14007.8417092248,23246.79164306,40176.7230126692
375,4,1087,705,244,1413,0,382,368,36,1408,0,260,275,23,1078,0,178,195,12,801,0,128,157,8,623,0,91,117,6,499,0,67,92,3,395,0,44,71,2,310,0,32,47,1,236,0,17,32,0,158,0,5,10,0,97,0,0,0,0,20,0,380,584,0,2485,0,380,584,0,2485,0,380,584,0,2485,0,380,584,0,2485,0,380,584,0,2485,0,372,575,0,2480,0,332,536,0,2465,0,287,478,0,2445,0,239,432,0,2424,0,172,359,0,2384,0,53,185,0,2213,0,12,87,0,1949,0,113.1746253978,115.3088696324,17529.7988019915,42.7732416,50.2188108,59.7146118,71.8497988,91.036499,112.6474002,143.0190156,173.447522,202.1101442,42.7732416,50.2188108,59.7146118,71.8497988,91.036499,112.6474002,143.0190156,173.447522,202.1101442,65.4665319733,76.5365007921,88.7781116794,102.420633593,141.6268692496,169.368294721,216.5658680811,242.8361424134,302.1596028915,2055.1492647819,2776.1693410399,3654.1169312977,4873.1672529417,9580.1046108244,13263.0793464937,22181.0198147116,27794.4166188742,43423.2851667007
376,4,2377,2031,1063,4727,1,910,1060,175,4706,1,686,836,107,3616,1,494,618,52,2525,1,381,509,30,1904,1,298,420,17,1510,1,224,366,11,1205,1,162,296,8,980,1,111,233,6,765,1,67,167,4,573,1,36,93,2,340,1,3,14,0,59,0,906,1112,33,8131,17,906,1112,33,8131,17,906,1112,33,8131,17,904,1112,33,8130,17,901,1110,33,8123,17,883,1094,31,8112,17,825,1035,29,8066,17,742,953,24,8019,17,661,861,21,7951,15,535,727,18,7829,15,237,405,13,7348,11,71,236,9,6537,7,110.7093076174,113.1322213914,17030.6534441381,47.1842764,55.6694706,64.5641356,74.9799562,89.372925,105.3886574,123.7333128,151.8101292,193.6488252,47.1842764,55.6694706,64.5641356,74.9799562,89.372925,105.3886574,123.7333128,151.8101292,193.6488252,73.2449365262,85.4442774554,96.1152925639,107.6206330873,138.7680135599,155.1501377165,174.6051748817,222.0088592858,294.0940895352,2556.2190025786,3457.4546576045,4321.9416445595,5333.3539307324,9199.428957657,11167.0830206923,14136.1680071985,23470.7532154918,40335.4396474201
377,4,61,102,1266,21982,0,5,22,76,21957,0,5,18,51,15239,0,4,9,33,9718,0,3,6,26,7121,0,1,5,21,5495,0,1,5,17,4259,0,1,4,12,3243,0,1,3,8,2389,0,0,1,3,1606,0,0,0,0,856,0,0,0,0,92,0,5,14,11,23370,11,5,14,11,23370,11,5,14,11,23370,11,5,14,11,23370,11,5,14,10,23366,11,5,13,10,23345,11,3,13,8,23248,11,3,11,7,23115,11,3,10,5,22950,11,1,10,3,22661,10,1,7,1,21295,10,0,5,0,18876,9,76.6676965687,76.9681419073,9945.2115152243,38,43.221435,47.860855,52.276252,57.225235,63.419068,71.956807,88.616394,125.01947,38,43.221435,47.860855,52.276252,57.225235,63.419068,71.956807,88.616394,125.01947,55.615681806,62.7477480179,69.3101078868,76.1072661089,83.044212756,91.1283072483,100.6823516444,126.3709896054,172.9930893025,1496.2544914983,1916.2327391352,2329.804985509,2805.5877768979,3333.7829413403,3980.6394856219,4862.6672311642,7017.9287297945,14218.1329391335
