index,class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_s_005,LSIL_s_005,ASCH_s_005,HSIL_s_005,SCC_s_005,ASCUS_s_01,LSIL_s_01,ASCH_s_01,HSIL_s_01,SCC_s_01,ASCUS_s_02,LSIL_s_02,ASCH_s_02,HSIL_s_02,SCC_s_02,ASCUS_s_03,LSIL_s_03,ASCH_s_03,HSIL_s_03,SCC_s_03,ASCUS_s_04,LSIL_s_04,ASCH_s_04,HSIL_s_04,SCC_s_04,ASCUS_s_05,LSIL_s_05,ASCH_s_05,HSIL_s_05,SCC_s_05,ASCUS_s_06,LSIL_s_06,ASCH_s_06,HSIL_s_06,SCC_s_06,ASCUS_s_07,LSIL_s_07,ASCH_s_07,HSIL_s_07,SCC_s_07,ASCUS_s_08,LSIL_s_08,ASCH_s_08,HSIL_s_08,SCC_s_08,ASCUS_s_09,LSIL_s_09,ASCH_s_09,HSIL_s_09,SCC_s_09,ASCUS_s_099,LSIL_s_099,ASCH_s_099,HSIL_s_099,SCC_s_099,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_01,LSIL_c_01,ASCH_c_01,HSIL_c_01,SCC_c_01,ASCUS_c_02,LSIL_c_02,ASCH_c_02,HSIL_c_02,SCC_c_02,ASCUS_c_03,LSIL_c_03,ASCH_c_03,HSIL_c_03,SCC_c_03,ASCUS_c_04,LSIL_c_04,ASCH_c_04,HSIL_c_04,SCC_c_04,ASCUS_c_05,LSIL_c_05,ASCH_c_05,HSIL_c_05,SCC_c_05,ASCUS_c_06,LSIL_c_06,ASCH_c_06,HSIL_c_06,SCC_c_06,ASCUS_c_07,LSIL_c_07,ASCH_c_07,HSIL_c_07,SCC_c_07,ASCUS_c_08,LSIL_c_08,ASCH_c_08,HSIL_c_08,SCC_c_08,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
329,3,1776,12,31,35,2,1683,11,23,34,2,1449,7,16,12,1,1197,6,11,8,1,1069,4,9,4,1,955,3,5,2,1,887,2,3,1,1,810,2,3,0,1,729,2,3,0,1,632,0,3,0,1,507,0,3,0,1,227,0,0,0,0,1726,19,42,64,5,1726,19,42,64,5,1726,19,42,64,5,1726,19,42,64,5,1723,19,42,64,5,1704,18,38,63,5,1633,18,33,58,4,1555,14,30,55,4,1414,14,28,52,4,1231,12,23,44,4,721,3,11,26,4,331,2,5,16,1,133.3405227796,135.3651693842,20009.4316548985,63.543091,79.96083,96.6485135,113.101806,130.382477,148.602936,164.4652175,179.57843,198.1583175,63.543091,79.96083,96.6485135,113.101806,130.382477,148.602936,164.4652175,179.57843,198.1583175,98.5171186557,116.6742528724,150.1660857357,172.9456513452,195.2052527794,218.2818388734,233.7697232152,249.250458686,279.6157910933,4448.7039293859,6360.9472537324,10405.0891697091,13960.0540952065,17617.6114265446,22712.5442656218,25584.2200888359,29404.278133476,35703.0387456811
330,3,1311,31,52,44,2,1168,20,38,44,2,972,13,31,28,1,788,7,24,16,0,663,5,19,12,0,575,3,16,8,0,498,3,13,5,0,438,2,8,4,0,370,2,4,3,0,295,2,2,1,0,192,1,1,0,0,61,0,0,0,0,1211,31,103,87,8,1211,31,103,87,8,1211,31,103,87,8,1210,31,103,87,8,1201,31,103,86,8,1179,30,101,82,8,1122,24,99,78,8,1070,18,96,70,8,994,15,91,64,6,870,11,82,56,6,529,3,50,29,5,271,2,32,14,4,123.9747864715,126.2897150486,18938.3498050007,63.5872554,74.8304316,86.7616965,95.831324,105.041237,118.4264038,136.8518948,161.4859558,201.1477417,63.5872554,74.8304316,86.7616965,95.831324,105.041237,118.4264038,136.8518948,161.4859558,201.1477417,98.263275631,111.872919696,127.800387819,143.0434433043,154.5940475306,170.2982699984,204.540336917,238.4897056169,289.9563336507,4559.8201722126,5812.7752265313,7250.5230458649,9679.3681191821,11138.114992442,13540.1876154571,18176.0163495416,26543.5898019579,38100.5073809441
331,3,1110,187,202,473,1,811,101,85,464,1,697,68,43,361,0,605,41,22,281,0,544,29,18,234,0,490,20,13,209,0,450,16,7,172,0,393,13,6,149,0,351,8,2,124,0,300,7,0,90,0,220,3,0,64,0,78,0,0,6,0,842,130,10,984,7,842,130,10,984,7,842,130,10,984,7,842,130,10,984,7,838,130,10,981,7,819,124,9,973,7,771,107,7,951,7,709,95,7,927,5,639,85,6,904,4,540,61,6,852,3,257,25,1,656,3,98,12,0,451,3,100.6314005687,100.5593527369,14305.5571371841,41.9494842,48.2313052,53.4230448,61.0641386,71.650025,93.1863676,122.9649214,152.0269292,185.8799502,41.9494842,48.2313052,53.4230448,61.0641386,71.650025,93.1863676,122.9649214,152.0269292,185.8799502,62.9555036415,70.6533156917,77.6597022167,87.2820903946,104.9965623303,140.4513728175,179.2504545931,220.8938234205,254.2544769146,1911.5926518089,2411.8603004683,2965.9668197698,3675.8767626834,5186.0818040988,9459.0512368885,15330.2061192551,23355.2558728498,30374.1937577219
332,3,448,15,10,42,1,408,9,6,42,1,345,8,5,25,1,290,8,4,18,1,258,7,2,10,1,230,7,2,7,1,208,7,0,5,0,180,4,0,2,0,151,2,0,1,0,125,2,0,1,0,91,1,0,0,0,29,0,0,0,0,418,17,11,68,2,418,17,11,68,2,418,17,11,68,2,418,17,11,67,2,418,17,11,66,1,413,15,11,65,1,389,13,8,57,1,368,13,8,46,1,331,9,7,40,1,281,5,7,33,1,167,2,4,14,1,76,1,3,6,0,147.7175243411,144.6063379729,24615.4117313183,67.19232,89.125549,110.123354,128.134087,149.8147625,165.326355,175.4635165,194.388832,212.865315,67.19232,89.125549,110.123354,128.134087,149.8147625,165.326355,175.4635165,194.388832,212.865315,96.6628706496,122.0762825403,161.1893509698,191.360241295,221.6451253167,234.3911912529,246.7105002111,263.1641495871,303.8255147628,4496.2902455362,6944.8116405528,12682.9490737156,17029.3358100686,23385.7016172783,26417.3880908763,28915.6361778092,32903.5728532387,44099.6647365362
333,3,3284,15,65,36,0,3071,5,49,36,0,2512,3,37,22,0,2031,3,23,14,0,1716,2,15,11,0,1495,2,13,8,0,1322,1,11,7,0,1181,0,7,7,0,1046,0,4,6,0,872,0,4,5,0,662,0,2,3,0,205,0,0,0,0,3155,7,51,187,0,3155,7,51,187,0,3155,7,51,187,0,3154,7,50,187,0,3151,7,48,187,0,3121,7,46,186,0,3005,6,42,179,0,2878,5,32,173,0,2693,4,25,163,0,2418,4,19,145,0,1531,0,13,89,0,805,0,7,58,0,146.1576227288,143.2266470194,22462.8926585491,78.0242742,98.4303104,116.6584928,132.1374526,146.7236635,159.9435304,172.6899784,184.9957062,203.3390793,78.0242742,98.4303104,116.6584928,132.1374526,146.7236635,159.9435304,172.6899784,184.9957062,203.3390793,114.4447876335,153.1508849023,173.9023307405,193.6360956975,215.3142039274,225.930473729,237.0337919707,250.6506283475,277.9351183974,6185.9846025627,10849.1795894084,14260.738681312,17120.1562780672,22083.2516706361,24214.3033453669,26595.1223027744,29834.1240407061,35857.5108594983
334,3,1816,21,48,34,0,1702,8,33,34,0,1433,5,20,26,0,1152,4,18,18,0,993,0,13,12,0,863,0,10,6,0,774,0,9,5,0,682,0,5,4,0,617,0,5,2,0,514,0,3,0,0,385,0,1,0,0,131,0,0,0,0,1746,11,59,102,1,1746,11,59,102,1,1746,11,59,102,1,1746,11,59,100,1,1742,11,58,98,1,1728,11,55,98,1,1627,8,50,94,1,1532,6,48,88,1,1410,4,43,81,1,1226,3,38,64,0,718,1,23,43,0,368,0,10,23,0,152.6663160922,153.8013160229,25752.4751667427,84.6381222,105.467792,122.5555666,136.7653688,149.383972,161.2682858,174.015384,188.4098818,208.2116028,84.6381222,105.467792,122.5555666,136.7653688,149.383972,161.2682858,174.015384,188.4098818,208.2116028,144.0233223009,170.0112122197,187.5086227003,208.1821284172,219.4800534509,230.367221336,240.127871628,253.687188738,286.3523483576,9681.7365132142,13415.19985841,16340.9311167275,19902.5545744778,22902.6255928099,25086.1537887762,27343.2326136178,30562.3430092892,37671.3904805393
335,3,10,1,2,1,0,7,1,0,1,0,6,1,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,8,0,0,4,2,8,0,0,4,2,8,0,0,4,2,8,0,0,4,2,8,0,0,4,2,8,0,0,3,1,8,0,0,2,1,8,0,0,1,1,8,0,0,0,1,7,0,0,0,1,7,0,0,0,0,7,0,0,0,0,471.42968,460.2263194286,249800.58629681,126.6183661,451.0906342,521.4899246,528.3507078,531.886139,553.6579958,587.8270386,606.5250244,607,126.6183661,451.0906342,521.4899246,528.3507078,531.886139,553.6579958,587.8270386,606.5250244,607,221.4464816083,687.910115495,713.4713358931,725.9167094983,758.4793700521,777.4170136377,799.4857107867,805.2662814391,842.400460795,65539.4622460871,222883.630632595,232370.253289086,260281.820241786,281507.393846254,300929.352306228,317136.652218439,321196.4061312,354225.8514501
336,3,2277,66,188,117,1,1883,25,125,117,1,1546,10,100,95,0,1232,7,68,64,0,1071,5,56,47,0,944,5,41,38,0,824,5,35,26,0,717,5,30,19,0,620,4,26,15,0,520,2,20,11,0,412,1,7,6,0,112,0,0,1,0,2004,27,207,409,2,2004,27,207,409,2,2004,27,207,409,2,2004,27,207,408,2,1997,27,200,401,2,1968,27,190,393,2,1868,23,178,369,2,1755,19,164,341,1,1624,17,146,299,1,1430,13,118,247,0,832,6,67,131,0,367,2,41,63,0,127.2917150408,129.6838606908,19560.1932752385,53.5034328,65.124664,80.9621208,98.8125728,118.27002,138.6154178,158.4424218,179.0477826,203.2807314,53.5034328,65.124664,80.9621208,98.8125728,118.27002,138.6154178,158.4424218,179.0477826,203.2807314,81.0784314164,98.7671586299,116.8312968365,154.962573976,180.8895563721,212.8649217107,228.8605295655,247.2301705753,287.3869602945,3088.0269798915,4661.1413536151,6216.5924231024,10948.1200585552,15038.9206153836,20906.7732278164,24482.362745257,28520.1936197078,37311.0686842283
337,3,711,132,197,762,5,459,51,87,746,5,364,37,68,505,4,268,25,49,325,3,219,18,41,252,3,187,14,29,197,1,147,12,25,147,1,130,9,17,125,1,100,7,15,91,1,78,4,11,64,1,50,1,4,41,1,10,0,0,2,1,475,58,116,1132,26,475,58,116,1132,26,475,58,116,1132,26,474,58,115,1131,26,469,57,112,1124,26,453,57,104,1109,24,423,45,97,1059,23,393,30,90,1012,23,348,28,79,952,19,288,18,73,858,16,137,6,56,570,13,45,2,40,305,13,104.9582837676,104.7159357847,14078.0828915605,54.6890902,64.5234826,72.4896852,81.6115602,91.340362,102.1204472,114.4394896,132.0196538,163.176848,54.6890902,64.5234826,72.4896852,81.6115602,91.340362,102.1204472,114.4394896,132.0196538,163.176848,85.7335914836,96.6954930911,104.3294363645,111.7705069454,135.2686370202,147.9832394775,160.202765407,175.8631408847,238.3679188751,3388.9803479961,4382.4863729399,5137.1930840387,5812.295910794,8790.4363719804,10238.497480018,11857.7877647643,14508.4330725657,26780.2296005025
338,3,1429,878,29,72,32,510,746,10,60,32,394,570,2,41,20,310,424,1,26,12,264,345,1,18,10,233,288,1,12,6,209,227,0,7,3,182,192,0,7,1,157,156,0,4,0,133,124,0,2,0,96,79,0,0,0,31,18,0,0,0,429,1627,7,193,184,429,1627,7,193,184,429,1627,7,192,184,429,1626,7,190,182,425,1621,7,188,182,415,1615,7,183,180,388,1586,6,170,171,353,1564,6,158,165,320,1534,6,145,158,267,1476,5,132,144,145,1350,2,87,97,64,1213,1,66,70,272.7200196328,264.1335273566,92869.203573719,82.9669065,116.9801792,151.638688,180.602038,211.6175535,273.9664546,358.2246642,453.1126222,569.5372407,82.9669065,116.9801792,151.638688,180.602038,211.6175535,273.9664546,358.2246642,453.1126222,569.5372407,140.4400851231,181.9765720986,232.5126860546,266.9898903785,317.6922784112,383.5654377669,517.4741435905,635.6863527749,737.3482524422,9007.1098658708,15037.4734357552,24379.6553666469,31805.482547757,45624.3694356366,64940.6837921958,115842.955523799,176149.413105231,262436.774426709
339,3,2834,170,2929,422,1,698,54,1490,375,1,452,35,979,255,1,279,25,598,158,1,209,14,410,102,1,176,8,302,77,1,147,7,215,62,1,128,4,147,50,1,102,3,107,31,0,73,1,58,20,0,43,1,16,9,0,7,0,0,0,0,816,8,2272,3186,74,816,8,2272,3186,74,816,8,2272,3186,74,814,8,2268,3181,74,805,8,2243,3161,71,778,8,2177,3100,68,735,6,2031,2975,62,686,6,1885,2844,57,645,3,1699,2690,50,556,3,1472,2442,44,312,0,864,1641,23,160,0,475,964,9,117.0079312384,117.8198215865,26698.350065745,44.618805,51.1633,57.2239375,63.787048,71.8158185,82.001465,99.3565065,127.053345,261.7908325,44.618805,51.1633,57.2239375,63.787048,71.8158185,82.001465,99.3565065,127.053345,261.7908325,70.6518536332,79.1388389622,87.1088783483,94.2497095321,102.7695730862,113.9714951179,144.4671390935,178.5040589692,367.5260270963,2361.5099490157,2972.4114250112,3544.0170911759,4157.4956942737,4863.1122585083,5909.8413497035,9760.8878751013,14470.3607210246,60983.0529643731
340,3,2662,104,232,238,4,2096,57,116,234,4,1751,36,78,145,4,1373,26,56,79,4,1197,22,43,59,3,1063,17,31,39,2,950,15,25,23,1,835,11,21,13,1,731,8,18,8,0,607,4,10,4,0,457,1,5,2,0,145,0,0,0,0,2293,100,139,697,11,2293,100,139,697,11,2293,100,139,697,11,2292,100,139,696,10,2282,99,134,690,10,2252,97,128,681,10,2164,88,115,653,7,2063,75,98,632,5,1916,63,82,603,4,1700,51,65,551,4,1053,20,27,417,2,552,11,14,291,2,119.666239896,121.3138595664,18951.7081783398,47.8188989,59.4033562,71.6262628,86.1268798,104.0873565,123.8418824,146.3954199,168.6436838,196.4103049,47.8188989,59.4033562,71.6262628,86.1268798,104.0873565,123.8418824,146.3954199,168.6436838,196.4103049,73.7869430709,90.4030786623,105.0781907503,131.1492303512,157.5564710182,182.1975987458,218.0561448743,238.0762274873,277.6228566098,2539.9205324848,3795.9651766947,5135.7307882025,7809.1631517479,11385.5471978498,15576.8513685945,22571.1840338533,26759.6111630728,35303.4038299591
341,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,259.8459015,281.312935,119022.871471381,102.0356843,141.4882386,180.9407929,220.3933472,259.8459015,299.2984558,338.7510101,378.2035644,417.6561187,102.0356843,141.4882386,180.9407929,220.3933472,259.8459015,299.2984558,338.7510101,378.2035644,417.6561187,140.0547578497,200.9316932287,261.8086286077,322.6855639867,383.5624993657,444.4394347448,505.3163701238,566.1933055028,627.0702408818,26232.9181455581,49430.4064770137,72627.8948084694,95825.383139925,119022.871471381,142220.359802836,165417.848134292,188615.336465748,211812.824797203
342,3,820,580,72,334,22,333,488,19,289,22,278,380,13,223,15,224,264,8,141,9,175,209,5,103,7,151,157,4,82,7,131,126,2,61,4,112,94,1,47,3,90,72,1,39,3,70,53,1,26,2,43,28,0,14,1,4,5,0,1,0,281,854,1,539,153,281,854,1,539,153,281,854,1,539,153,281,854,1,539,153,278,852,1,528,152,269,845,1,511,148,250,827,1,474,144,216,804,1,437,138,177,772,1,376,128,128,713,1,308,107,37,529,1,145,80,5,339,0,67,50,143.6646318031,144.1914588693,31891.4245716337,50.1927495,74.6173908,95.0797974,108.1177978,121.4389645,135.3715332,150.0007764,170.825549,203.2942576,50.1927495,74.6173908,95.0797974,108.1177978,121.4389645,135.3715332,150.0007764,170.825549,203.2942576,74.2057825459,108.86932041,146.3672209924,163.0952826015,175.8979585601,194.5235945343,219.4924598594,234.7239727966,274.0266060526,2544.0263011428,5400.2748275088,10112.0466275628,12609.6329463203,14626.1449805342,17374.9041860482,23186.5931696927,26323.797571696,34330.7264464545
343,3,591,92,264,414,106,25,16,80,189,106,6,9,32,122,97,2,6,11,95,76,2,3,2,73,65,2,2,0,63,53,2,2,0,47,46,2,1,0,36,35,2,0,0,28,26,2,0,0,19,13,2,0,0,14,7,1,0,0,0,1,0,12,1,253,1201,0,12,1,253,1201,0,12,1,253,1201,0,12,1,250,1201,0,11,1,239,1194,0,9,1,225,1172,0,8,0,200,1107,0,7,0,171,1040,0,5,0,139,958,0,4,0,108,840,0,2,0,48,447,0,1,0,19,208,296.5270531636,282.4942720614,128480.571121737,33.2880492,41.7983088,54.7211668,90.800682,333.570252,408.047196,491.96134,573.1720218,607,33.2880492,41.7983088,54.7211668,90.800682,333.570252,408.047196,491.96134,573.1720218,607,49.2823733869,60.8181883501,80.0832959557,130.5531162289,483.5966849701,612.8632060835,690.5624667231,748.1671790042,819.7015136169,1143.8557077455,1753.9101592048,2946.8639817109,8005.9518276939,94460.1155896008,160276.14433213,217741.508034392,271091.562845,334380.11738
344,3,564,603,35,180,35,112,534,6,140,35,81,406,3,92,19,52,265,2,49,12,43,205,1,35,8,37,164,0,18,5,31,136,0,12,4,27,103,0,9,4,22,80,0,6,1,17,63,0,2,1,11,36,0,0,0,3,5,0,0,0,30,944,4,265,174,30,944,4,265,174,30,944,4,265,174,30,944,4,265,174,30,944,4,262,173,29,941,3,254,170,25,930,3,234,160,21,913,2,218,152,18,881,2,193,144,11,842,1,163,131,3,697,0,88,92,0,569,0,42,66,155.9756059118,162.1554983148,30741.8267291431,48.1577268,83.9026124,112.4682498,132.548474,154.777527,170.7836912,185.2201114,203.7942258,246.8734012,48.1577268,83.9026124,112.4682498,132.548474,154.777527,170.7836912,185.2201114,203.7942258,246.8734012,74.4893190838,145.4647087107,178.7424854323,213.1175392235,230.6545156164,245.0759681265,260.8754935243,292.3154882452,331.0473381335,2523.0370163276,9558.6963180132,14755.4222097525,21010.8534048234,24764.818146359,27822.6191835304,31373.7961489074,39540.9843180324,51323.6958922187
345,3,160,17,651,2745,32,20,5,132,1535,32,16,1,80,922,25,10,1,40,517,15,8,1,27,343,10,5,0,21,247,8,4,0,11,185,5,3,0,6,145,3,2,0,5,103,2,1,0,2,67,0,0,0,0,30,0,0,0,0,0,0,17,4,4,1976,1604,17,4,4,1976,1604,17,4,4,1976,1604,17,4,4,1972,1603,17,4,4,1950,1589,16,4,2,1911,1566,15,4,1,1733,1445,12,4,1,1554,1327,9,3,1,1350,1184,7,3,1,1090,975,3,2,0,497,514,1,1,0,227,262,75.9316280053,74.6977974497,11967.7850072231,30.6452682,35.0676948,39.6536502,45.3310522,51.291138,58.1300656,67.1633668,82.8689758,126.2478242,30.6452682,35.0676948,39.6536502,45.3310522,51.291138,58.1300656,67.1633668,82.8689758,126.2478242,46.0939336969,51.9559317748,59.2179984324,67.1173674285,75.2890860657,84.1488922288,95.0568219013,113.5172166718,169.5964659272,986.5321251334,1254.9630108268,1625.7315154535,2111.7010750436,2687.0649348589,3350.9969174942,4199.4767127304,6009.0067549211,12896.8296350434
346,3,87,51,259,316,21,4,38,73,212,21,3,30,52,133,11,3,24,26,91,5,2,19,17,68,2,1,18,9,49,2,1,18,5,36,1,1,13,4,24,0,1,12,3,21,0,0,5,1,18,0,0,2,1,9,0,0,1,0,2,0,0,52,4,382,296,0,52,4,382,296,0,52,4,382,296,0,52,4,380,296,0,52,3,370,292,0,52,2,348,283,0,52,2,315,264,0,51,0,276,240,0,50,0,246,203,0,48,0,194,179,0,41,0,94,99,0,31,0,46,56,105.2040275777,100.8254208529,21952.820161182,37.2303466,44.9559688,50.5968074,55.2496094,61.640503,71.932751,87.03668,120.9436706,210.6975989,37.2303466,44.9559688,50.5968074,55.2496094,61.640503,71.932751,87.03668,120.9436706,210.6975989,57.9001010702,67.9769223615,75.117693012,81.9652819755,88.9667397903,99.2827250271,115.4538843086,177.7003802751,293.0580827416,1486.8186890444,2175.8591966278,2678.5499344992,3196.042569463,3741.3706939483,4495.5493728357,6245.4072885666,14363.5186917811,41318.8481694212
347,3,100,58,107,148,18,38,50,42,123,18,31,32,31,81,14,28,25,22,51,9,26,17,18,41,4,22,13,12,28,4,21,11,7,24,1,19,7,6,20,1,17,6,5,15,1,14,5,4,10,1,9,3,2,6,0,4,1,0,0,0,28,72,12,183,136,28,72,12,183,136,28,72,12,183,136,28,72,11,183,136,27,72,10,179,135,26,72,7,174,130,23,72,7,159,117,17,71,5,142,99,12,69,5,134,84,7,67,4,112,71,3,58,0,66,37,0,48,0,34,23,100.3424525174,98.5935768817,13796.2977099642,39.170344,46.830384,55.489136,61.165527,69.919403,85.412598,117.873321,154.017449,191.362015,39.170344,46.830384,55.489136,61.165527,69.919403,85.412598,117.873321,154.017449,191.362015,58.7384196807,69.8851215185,80.9705344348,90.516097176,99.7460191313,124.0657264465,174.6048498908,233.1618827009,268.2945584435,1625.2920395924,2403.1194332227,3193.7213377597,3857.4277817195,4893.6530809479,6686.362018994,14444.8343311825,25553.5444875514,33973.8142893934
348,3,144,236,23,244,26,5,198,5,218,26,5,143,3,167,14,4,108,1,115,9,2,93,0,92,3,1,71,0,75,3,1,54,0,63,3,0,44,0,49,0,0,35,0,37,0,0,26,0,25,0,0,16,0,19,0,0,0,0,2,0,2,294,0,300,77,2,294,0,300,77,2,294,0,300,77,2,294,0,299,76,1,294,0,290,73,1,293,0,282,70,1,288,0,252,66,1,282,0,229,59,1,275,0,197,53,1,268,0,180,47,1,237,0,102,27,0,194,0,64,15,106.3275440416,109.7196500713,14580.3982825196,43.1320802,52.8309232,60.8508118,73.9916446,100.135223,119.0502838,134.7528688,155.1860264,180.9216676,43.1320802,52.8309232,60.8508118,73.9916446,100.135223,119.0502838,134.7528688,155.1860264,180.9216676,64.5975738383,77.8966624617,89.4218156098,109.8784262048,152.214977827,169.7188787514,196.6747278366,228.5186004812,251.8044194553,2037.4965747628,2925.4928823841,3737.712449858,5241.2317883048,10561.767461328,13424.1116000942,17668.8037103422,25033.3601961614,30680.5914619704
349,3,492,573,5,92,6,131,530,3,83,6,102,438,1,60,3,82,343,0,43,3,68,287,0,30,2,57,246,0,23,2,46,216,0,19,1,39,190,0,14,1,30,159,0,10,1,25,116,0,9,1,14,73,0,5,0,1,16,0,1,0,109,875,0,153,31,109,875,0,153,31,109,875,0,153,31,109,875,0,153,31,109,875,0,153,29,105,871,0,152,29,88,839,0,147,28,75,796,0,144,27,66,745,0,135,25,55,680,0,123,21,10,481,0,76,13,1,350,0,42,7,163.7890333228,171.9481112277,31720.6443513641,80.185553,111.488777,127.5912897,144.760632,159.072403,171.5839174,184.961221,198.8187074,245.3291855,80.185553,111.488777,127.5912897,144.760632,159.072403,171.5839174,184.961221,198.8187074,245.3291855,139.6029110045,174.9143415312,198.180450517,224.9840137965,236.7186871084,247.6984082569,269.766733096,298.9007361258,331.000006552,9130.2627542697,14463.1318875836,18149.5816706968,24134.7685034527,26607.144809127,29272.0389714531,33186.4044312848,41951.0139790814,50891.4864076247
350,3,252,172,143,1357,48,51,88,22,1096,48,41,57,13,783,32,25,39,5,530,24,17,23,4,393,14,14,16,4,312,12,12,10,4,246,9,8,6,1,194,9,6,4,1,154,5,4,3,1,117,2,3,3,0,66,1,1,0,0,11,0,46,125,0,1411,390,46,125,0,1411,390,46,125,0,1411,390,46,125,0,1411,390,44,125,0,1405,390,42,124,0,1392,387,39,119,0,1327,375,32,116,0,1262,355,25,112,0,1187,335,16,99,0,1048,287,9,71,0,710,188,2,50,0,449,119,106.1413191374,108.3033951445,16961.1036827937,43.4608487,51.8049838,60.788493,70.2931884,82.776678,98.9450156,115.4210755,139.4128174,186.4362326,43.4608487,51.8049838,60.788493,70.2931884,82.776678,98.9450156,115.4210755,139.4128174,186.4362326,67.5658337028,78.3012116635,88.6959812916,101.258614696,132.7858694121,151.0561995225,167.4767489177,192.3701950302,263.7835547556,2142.8014174465,2871.0165278365,3693.2382645873,4782.8448003524,7602.5002268773,10400.3874455788,12479.5560441842,16091.4360274985,29391.4494013105
351,3,187,447,7,320,17,17,362,1,260,17,13,268,0,177,10,11,199,0,118,8,10,168,0,89,7,9,148,0,71,7,8,126,0,56,4,7,101,0,47,4,7,80,0,33,4,6,55,0,26,3,2,36,0,17,2,0,9,0,2,0,14,499,0,382,83,14,499,0,382,83,14,499,0,382,83,14,498,0,381,82,14,497,0,376,81,13,491,0,364,76,12,471,0,323,72,9,462,0,295,60,6,441,0,258,51,6,408,0,222,35,0,320,0,116,15,0,247,0,66,7,116.5679090787,117.3446499213,17688.1512505199,34.858234,47.2341366,62.2763981,87.159332,109.887756,127.8849366,146.9375227,172.2050262,197.7298361,34.858234,47.2341366,62.2763981,87.159332,109.887756,127.8849366,146.9375227,172.2050262,197.7298361,53.8731523312,71.9508613705,93.9052846803,144.6480763719,165.0322840337,186.9270408249,221.3084679856,241.1285891176,272.1698008691,1349.0644318233,2395.8095226029,3966.7180615886,9434.1636926167,12610.8306747773,15877.3038748135,23584.9356116603,27427.2883600526,34572.5775476992
352,3,399,603,2,144,10,89,574,0,136,10,68,461,0,81,4,54,352,0,48,2,50,293,0,32,2,40,247,0,22,2,33,217,0,16,2,29,180,0,13,2,27,142,0,12,2,20,106,0,10,1,12,69,0,4,0,3,14,0,0,0,62,877,0,192,27,62,877,0,192,27,62,877,0,192,27,62,877,0,192,27,61,875,0,192,27,58,869,0,191,27,51,847,0,180,25,44,823,0,172,24,37,783,0,158,23,26,727,0,142,21,5,587,0,91,13,1,445,0,49,5,147.4302616908,152.1495017098,25170.2985078498,50.4835673,97.8615634,120.2632113,138.7090088,152.2138065,163.4082402,176.0010438,191.1968444,209.6707268,50.4835673,97.8615634,120.2632113,138.7090088,152.2138065,163.4082402,176.0010438,191.1968444,209.6707268,71.9905556561,163.731543436,183.7296108203,210.8243980205,226.3545058306,237.3393950136,247.6649852787,267.9155316636,307.3495244332,2374.3587463382,12385.3651363335,15858.4837571546,21219.6541364478,24304.7196885447,26937.201966015,29499.5762700273,33864.6364766031,44640.8155281543
353,3,199,266,27,376,13,35,201,6,360,13,27,158,5,260,8,18,120,1,170,4,16,96,1,126,3,11,77,1,101,1,9,63,0,84,0,7,52,0,63,0,6,40,0,43,0,4,31,0,27,0,3,17,0,14,0,0,1,0,3,0,27,325,0,496,33,27,325,0,496,33,27,325,0,496,33,27,325,0,495,33,27,324,0,493,32,27,322,0,492,31,21,315,0,481,29,18,307,0,457,26,15,291,0,439,23,10,274,0,407,20,0,210,0,313,11,0,150,0,233,5,108.4477347242,109.1284428672,15820.0456529197,41.188537,50.376099,60.959289,77.465942,97.246613,114.784027,131.276123,154.370117,180.500443,41.188537,50.376099,60.959289,77.465942,97.246613,114.784027,131.276123,154.370117,180.500443,62.26222825,75.186653462,88.8555446017,106.6098642657,152.5086379562,171.9585901676,188.5660549349,224.1676269653,247.2382181674,1815.8116909707,2712.358335772,3745.08138682,5106.3824454518,10749.9181079762,13806.0850932973,16758.866728001,23833.3941267048,29319.5826682677
